"","ZipCode","City","Metro","CountyName"
"1161",96020,"Chester","","Plumas County"
"1162",93609,"Caruthers","Fresno","Fresno County"
"1163",95912,"Arbuckle","","Colusa County"
"1164",94018,"Half Moon Bay","San Francisco-Oakland-Hayward","San Mateo County"
"1165",94599,"Yountville","Napa","Napa County"
"1166",96143,"Kings Beach","Sacramento--Roseville--Arden-Arcade","Placer County"
"1167",92121,"San Diego","San Diego-Carlsbad","San Diego County"
"1168",95445,"Gualala","Ukiah","Mendocino County"
"1169",92590,"Temecula","Riverside-San Bernardino-Ontario","Riverside County"
"1170",95614,"Cool","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1171",96055,"Los Molinos","Red Bluff","Tehama County"
"1172",93258,"Tulare","Visalia-Porterville","Tulare County"
"1173",95460,"Mendocino","Ukiah","Mendocino County"
"1174",95045,"San Juan Bautista","San Jose-Sunnyvale-Santa Clara","San Benito County"
"1175",92352,"Lake Arrowhead","Riverside-San Bernardino-Ontario","San Bernardino County"
"1176",95442,"Glen Ellen","Santa Rosa","Sonoma County"
"1177",94525,"Crockett","San Francisco-Oakland-Hayward","Contra Costa County"
"1178",95237,"Lockeford","Stockton-Lodi","San Joaquin County"
"1179",95461,"Middletown","Clearlake","Lake County"
"1180",93451,"San Miguel","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1181",93643,"North Fork","Madera","Madera County"
"1182",93256,"Pixley","Visalia-Porterville","Tulare County"
"1183",93615,"Cutler","Visalia-Porterville","Tulare County"
"1184",95684,"Somerset","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1185",92536,"Aguanga","Riverside-San Bernardino-Ontario","Riverside County"
"1186",95634,"Georgetown","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1187",95365,"Planada","Merced","Merced County"
"1188",95458,"Lucerne","Clearlake","Lake County"
"1189",94535,"Fairfield","Vallejo-Fairfield","Solano County"
"1190",93602,"Auberry","Fresno","Fresno County"
"1191",95655,"Mather","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1192",95004,"Aromas","Salinas","Monterey County"
"1193",93675,"Squaw Valley","Fresno","Fresno County"
"1194",95969,"Paradise","Chico","Butte County"
"1195",90704,"Avalon","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1196",93285,"Wofford Heights","Bakersfield","Kern County"
"1197",95562,"Rio Dell","Eureka-Arcata-Fortuna","Humboldt County"
"1198",95113,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1199",95570,"Trinidad","Eureka-Arcata-Fortuna","Humboldt County"
"1200",91906,"Campo","San Diego-Carlsbad","San Diego County"
"1201",93523,"Edwards","Bakersfield","Kern County"
"1202",95627,"Esparto","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1203",93453,"Simmler","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1204",91980,"Tecate","San Diego-Carlsbad","San Diego County"
"1205",95310,"Columbia","Sonora","Tuolumne County"
"1206",95231,"French Camp","Stockton-Lodi","San Joaquin County"
"1207",93271,"Three Rivers","Visalia-Porterville","Tulare County"
"1208",93235,"Ivanhoe","Visalia-Porterville","Tulare County"
"1209",96114,"Janesville","Susanville","Lassen County"
"1210",95536,"Ferndale","Eureka-Arcata-Fortuna","Humboldt County"
"1211",93202,"Armona","Hanford-Corcoran","Kings County"
"1212",95542,"Garberville","Eureka-Arcata-Fortuna","Humboldt County"
"1213",92285,"Landers","Riverside-San Bernardino-Ontario","San Bernardino County"
"1214",94508,"Angwin","Napa","Napa County"
"1215",95633,"Garden Valley","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1216",93066,"Somis","Oxnard-Thousand Oaks-Ventura","Ventura County"
"1217",95560,"Redway","Eureka-Arcata-Fortuna","Humboldt County"
"1218",95485,"Upper Lake","Clearlake","Lake County"
"1219",95328,"Keyes","Modesto","Stanislaus County"
"1220",95916,"Berry Creek","Chico","Butte County"
"1221",96162,"Truckee","Truckee-Grass Valley","Nevada County"
"1222",95669,"Plymouth","","Amador County"
"1223",90021,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1224",95663,"Penryn","Sacramento--Roseville--Arden-Arcade","Placer County"
"1225",95372,"Soulsbyville","Sonora","Tuolumne County"
"1226",92386,"Big Bear City","Riverside-San Bernardino-Ontario","San Bernardino County"
"1227",95917,"Biggs","Chico","Butte County"
"1228",95464,"Nice","Clearlake","Lake County"
"1229",96035,"Gerber","Red Bluff","Tehama County"
"1230",92233,"Calipatria","El Centro","Imperial County"
"1231",95465,"Occidental","Santa Rosa","Sonoma County"
"1232",95329,"La Grange","","Mariposa County"
"1233",95454,"Laytonville","Ukiah","Mendocino County"
"1234",94038,"Moss Beach","San Francisco-Oakland-Hayward","San Mateo County"
"1235",94037,"Montara","San Francisco-Oakland-Hayward","San Mateo County"
"1236",96041,"Hayfork","","Trinity County"
"1237",93660,"San Joaquin","Fresno","Fresno County"
"1238",92061,"Pauma Valley","San Diego-Carlsbad","San Diego County"
"1239",94511,"Bethel Island","San Francisco-Oakland-Hayward","Contra Costa County"
"1240",93527,"Inyokern","Bakersfield","Kern County"
"1241",96025,"Dunsmuir","","Siskiyou County"
"1242",93242,"Laton","Fresno","Fresno County"
"1243",95428,"Covelo","Ukiah","Mendocino County"
"1244",96103,"Graeagle","","Plumas County"
"1245",93532,"Lake Hughes","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1246",93205,"Bodfish","Bakersfield","Kern County"
"1247",95524,"Bayside","Eureka-Arcata-Fortuna","Humboldt County"
"1248",93222,"Pine Mountain Club","Bakersfield","Kern County"
"1249",95690,"Walnut Grove","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1250",93272,"Tipton","Visalia-Porterville","Tulare County"
"1251",95319,"Modesto","Modesto","Stanislaus County"
"1252",95311,"Coulterville","","Mariposa County"
"1253",95567,"Smith River","Crescent City","Del Norte County"
"1254",96032,"Fort Jones","","Siskiyou County"
"1255",93283,"Weldon","Bakersfield","Kern County"
"1256",95441,"Geyserville","Santa Rosa","Sonoma County"
"1257",95918,"Browns Valley","Yuba City","Yuba County"
"1258",95641,"Isleton","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1259",94957,"Ross","San Francisco-Oakland-Hayward","Marin County"
"1260",95255,"West Point","","Calaveras County"
"1261",95947,"Greenville","","Plumas County"
"1262",93238,"Kernville","Bakersfield","Kern County"
"1263",90058,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1264",95469,"Potter Valley","Ukiah","Mendocino County"
"1265",96027,"Etna","","Siskiyou County"
"1266",95246,"Mountain Ranch","","Calaveras County"
"1267",92230,"Cabazon","Riverside-San Bernardino-Ontario","Riverside County"
"1268",94923,"Bodega Bay","Santa Rosa","Sonoma County"
"1269",95573,"Willow Creek","Eureka-Arcata-Fortuna","Humboldt County"
"1270",93426,"Bradley","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1271",93626,"Friant","Fresno","Fresno County"
"1272",95968,"Palermo","Chico","Butte County"
"1273",93667,"Tollhouse","Fresno","Fresno County"
"1274",92365,"Newberry Springs","Riverside-San Bernardino-Ontario","San Bernardino County"
"1275",93601,"Ahwahnee","Madera","Madera County"
"1276",95525,"Blue Lake","Eureka-Arcata-Fortuna","Humboldt County"
"1277",95416,"Sonoma","Santa Rosa","Sonoma County"
"1278",95960,"North San Juan","Truckee-Grass Valley","Nevada County"
"1279",95333,"Le Grand","Merced","Merced County"
"1280",95452,"Kenwood","Santa Rosa","Sonoma County"
"1281",93516,"Boron","Bakersfield","Kern County"
"1282",93545,"Lone Pine","","Inyo County"
"1283",95245,"Mokelumne Hill","","Calaveras County"
"1284",91962,"Descanso","San Diego-Carlsbad","San Diego County"
"1285",96146,"Tahoe City","Sacramento--Roseville--Arden-Arcade","Placer County"
"1286",95638,"Herald","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1287",95975,"Rough and Ready","Truckee-Grass Valley","Nevada County"
"1288",92242,"Earp","Riverside-San Bernardino-Ontario","San Bernardino County"
"1289",91916,"Descanso","San Diego-Carlsbad","San Diego County"
"1290",92391,"Lake Arrowhead","Riverside-San Bernardino-Ontario","San Bernardino County"
"1291",95426,"Middletown","Clearlake","Lake County"
"1292",93553,"Pearblossom","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1293",95703,"Applegate","Sacramento--Roseville--Arden-Arcade","Placer County"
"1294",93424,"Avila Beach","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1295",92561,"Mountain Center","Riverside-San Bernardino-Ontario","Riverside County"
"1296",93513,"Big Pine","","Inyo County"
"1297",96008,"Bella Vista","Redding","Shasta County"
"1298",94956,"Point Reyes Station","San Francisco-Oakland-Hayward","Marin County"
"1299",96134,"Tulelake","","Modoc County"
"1300",93067,"Summerland","Santa Maria-Santa Barbara","Santa Barbara County"
"1301",96056,"McArthur","Susanville","Lassen County"
"1302",93651,"Prather","Fresno","Fresno County"
"1303",95389,"El Portal","","Mariposa County"
"1304",95951,"Hamilton City","","Glenn County"
"1305",93616,"Del Rey","Fresno","Fresno County"
"1306",92091,"Rancho Santa Fe","San Diego-Carlsbad","San Diego County"
"1307",95444,"Graton","Santa Rosa","Sonoma County"
"1308",95942,"Forest Ranch","Chico","Butte County"
"1309",95589,"Whitethorn","Eureka-Arcata-Fortuna","Humboldt County"
"1310",95002,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1311",96051,"Lakehead","Redding","Shasta County"
"1312",95462,"Monte Rio","Santa Rosa","Sonoma County"
"1313",96057,"McCloud","","Siskiyou County"
"1314",92281,"Westmorland","El Centro","Imperial County"
"1315",94020,"La Honda","San Francisco-Oakland-Hayward","San Mateo County"
"1316",92676,"Silverado","Los Angeles-Long Beach-Anaheim","Orange County"
"1317",95039,"Moss Landing","Salinas","Monterey County"
"1318",95421,"Cazadero","Santa Rosa","Sonoma County"
"1319",92086,"Warner Springs","San Diego-Carlsbad","San Diego County"
"1320",96140,"Carnelian Bay","Sacramento--Roseville--Arden-Arcade","Placer County"
"1321",95977,"Smartsville","Truckee-Grass Valley","Nevada County"
"1322",91905,"Boulevard","San Diego-Carlsbad","San Diego County"
"1323",93249,"Lost Hills","Bakersfield","Kern County"
"1324",93920,"Big Sur","Salinas","Monterey County"
"1325",90742,"Huntington Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"1326",95689,"Volcano","","Amador County"
"1327",95962,"Oregon House","Yuba City","Yuba County"
"1328",96028,"Fall River Mills","Redding","Shasta County"
"1329",95551,"Loleta","Eureka-Arcata-Fortuna","Humboldt County"
"1330",93440,"Los Alamos","Santa Maria-Santa Barbara","Santa Barbara County"
"1331",95468,"Point Arena","Ukiah","Mendocino County"
"1332",95449,"Hopland","Ukiah","Mendocino County"
"1333",93206,"Buttonwillow","Bakersfield","Kern County"
"1334",95346,"Mi Wuk Village","Sonora","Tuolumne County"
"1335",94973,"Woodacre","San Francisco-Oakland-Hayward","Marin County"
"1336",92401,"San Bernardino","Riverside-San Bernardino-Ontario","San Bernardino County"
"1337",93261,"Richgrove","Visalia-Porterville","Tulare County"
"1338",93432,"Creston","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1339",92321,"Lake Arrowhead","Riverside-San Bernardino-Ontario","San Bernardino County"
"1340",93518,"Caliente","Bakersfield","Kern County"
"1341",92070,"Santa Ysabel","San Diego-Carlsbad","San Diego County"
"1342",94937,"Inverness","San Francisco-Oakland-Hayward","Marin County"
"1343",96118,"Loyalton","","Sierra County"
"1344",92398,"Yermo","Riverside-San Bernardino-Ontario","San Bernardino County"
"1345",96052,"Lewiston","","Trinity County"
"1346",95664,"Pilot Hill","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1347",93040,"Fillmore","Oxnard-Thousand Oaks-Ventura","Ventura County"
"1348",95415,"Boonville","Ukiah","Mendocino County"
"1349",95645,"Woodland","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1350",95919,"Brownsville","Yuba City","Yuba County"
"1351",93252,"Maricopa","Oxnard-Thousand Oaks-Ventura","Ventura County"
"1352",93243,"Lebec","Bakersfield","Kern County"
"1353",96044,"Hornbrook","","Siskiyou County"
"1354",95736,"Colfax","Sacramento--Roseville--Arden-Arcade","Placer County"
"1355",95374,"Stevinson","Merced","Merced County"
"1356",93604,"Bass Lake","Madera","Madera County"
"1357",95547,"Hydesville","Eureka-Arcata-Fortuna","Humboldt County"
"1358",93441,"Los Olivos","Santa Maria-Santa Barbara","Santa Barbara County"
"1359",94060,"Pescadero","San Francisco-Oakland-Hayward","San Mateo County"
"1360",95612,"Clarksburg","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1361",93925,"Chualar","Salinas","Monterey County"
"1362",92273,"El Centro","El Centro","Imperial County"
"1363",95313,"Crows Landing","Modesto","Stanislaus County"
"1364",96142,"Tahoma","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1365",96039,"Happy Camp","","Siskiyou County"
"1366",93544,"Llano","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1367",96107,"Coleville","","Mono County"
"1368",96023,"Dorris","","Siskiyou County"
"1369",95466,"Philo","Ukiah","Mendocino County"
"1370",95681,"Sheridan","Sacramento--Roseville--Arden-Arcade","Placer County"
"1371",95635,"Greenwood","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1372",94586,"Sunol","San Francisco-Oakland-Hayward","Alameda County"
"1373",92339,"Forest Falls","Riverside-San Bernardino-Ontario","San Bernardino County"
"1374",91963,"Potrero","San Diego-Carlsbad","San Diego County"
"1375",95955,"Maxwell","","Colusa County"
"1376",95456,"Mendocino","Ukiah","Mendocino County"
"1377",96141,"Homewood","Sacramento--Roseville--Arden-Arcade","Placer County"
"1378",95481,"Ukiah","Ukiah","Mendocino County"
"1379",94104,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"1380",95548,"Klamath","Crescent City","Del Norte County"
"1381",93606,"Fresno","Fresno","Fresno County"
"1382",95410,"Albion","Ukiah","Mendocino County"
"1383",93653,"Raymond","Madera","Madera County"
"1384",94528,"Diablo","San Francisco-Oakland-Hayward","Contra Costa County"
"1385",95629,"Volcano","","Amador County"
"1386",96062,"Millville","Redding","Shasta County"
"1387",95914,"Bangor","Chico","Butte County"
"1388",94933,"Lagunitas","San Francisco-Oakland-Hayward","Marin County"
"1389",96091,"Trinity Center","","Trinity County"
"1390",95064,"Santa Cruz","Santa Cruz-Watsonville","Santa Cruz County"
"1391",96069,"Oak Run","Redding","Shasta County"
"1392",95636,"Somerset","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1393",92333,"Fawnskin","Riverside-San Bernardino-Ontario","San Bernardino County"
"1394",95433,"Sonoma","Santa Rosa","Sonoma County"
"1395",95323,"Hickman","Modesto","Stanislaus County"
"1396",95553,"Myers Flat","Eureka-Arcata-Fortuna","Humboldt County"
"1397",93461,"Shandon","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1398",95528,"Carlotta","Eureka-Arcata-Fortuna","Humboldt County"
"1399",96087,"Redding","Redding","Shasta County"
"1400",96024,"Douglas City","","Trinity County"
"1401",95227,"Lockeford","Stockton-Lodi","San Joaquin County"
"1402",95701,"Alta","Sacramento--Roseville--Arden-Arcade","Placer County"
"1403",95017,"Davenport","Santa Cruz-Watsonville","Santa Cruz County"
"1404",96109,"Doyle","Susanville","Lassen County"
"1405",95306,"Catheys Valley","","Mariposa County"
"1406",92282,"White Water","Riverside-San Bernardino-Ontario","Riverside County"
"1407",93664,"Shaver Lake","Fresno","Fresno County"
"1408",93266,"Stratford","Hanford-Corcoran","Kings County"
"1409",92275,"Thermal","El Centro","Imperial County"
"1410",94514,"Byron","San Francisco-Oakland-Hayward","Contra Costa County"
"1411",95225,"Valley Springs","","Calaveras County"
"1412",96047,"Igo","Redding","Shasta County"
"1413",95439,"Fulton","Santa Rosa","Sonoma County"
"1414",94970,"Stinson Beach","San Francisco-Oakland-Hayward","Marin County"
"1415",96113,"Doyle","Susanville","Lassen County"
"1416",91008,"Bradbury","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1417",95387,"Patterson","Modesto","Stanislaus County"
"1418",92358,"Lytle Creek","Riverside-San Bernardino-Ontario","San Bernardino County"
"1419",93529,"June Lake","","Mono County"
"1420",93239,"Kettleman City","Hanford-Corcoran","Kings County"
"1421",95369,"Snelling","Merced","Merced County"
"1422",92268,"Yucca Valley","Riverside-San Bernardino-Ontario","San Bernardino County"
"1423",92368,"Helendale","Riverside-San Bernardino-Ontario","San Bernardino County"
"1424",96038,"Grenada","","Siskiyou County"
"1425",95543,"Gasquet","Crescent City","Del Norte County"
"1426",95686,"Thornton","Stockton-Lodi","San Joaquin County"
"1427",95651,"Lotus","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1428",95345,"Midpines","","Mariposa County"
"1429",94548,"Oakley","San Francisco-Oakland-Hayward","Contra Costa County"
"1430",96104,"Cedarville","","Modoc County"
"1431",92059,"Pala","San Diego-Carlsbad","San Diego County"
"1432",95007,"Boulder Creek","Santa Cruz-Watsonville","Santa Cruz County"
"1433",95935,"Dobbins","Yuba City","Yuba County"
"1434",93517,"Bridgeport","","Mono County"
"1435",93526,"Independence","","Inyo County"
"1436",95937,"Arbuckle","","Colusa County"
"1437",95615,"Courtland","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1438",96148,"Tahoe Vista","Sacramento--Roseville--Arden-Arcade","Placer County"
"1439",95728,"Soda Springs","Sacramento--Roseville--Arden-Arcade","Placer County"
"1440",93962,"Salinas","Salinas","Monterey County"
"1441",96127,"Janesville","Susanville","Lassen County"
"1442",95565,"Scotia","Eureka-Arcata-Fortuna","Humboldt County"
"1443",95563,"Salyer","","Trinity County"
"1444",93668,"Tranquillity","Fresno","Fresno County"
"1445",94938,"Lagunitas","San Francisco-Oakland-Hayward","Marin County"
"1446",95253,"Lodi","Stockton-Lodi","San Joaquin County"
"1447",95497,"The Sea Ranch","Santa Rosa","Sonoma County"
"1448",93227,"Visalia","Visalia-Porterville","Tulare County"
"1449",95656,"Plymouth","","Amador County"
"1450",95254,"Valley Springs","","Calaveras County"
"1451",96096,"Whitmore","Redding","Shasta County"
"1452",91917,"Dulzura","San Diego-Carlsbad","San Diego County"
"1453",94592,"Vallejo","Vallejo-Fairfield","Solano County"
"1454",95303,"Ballico","Merced","Merced County"
"1455",96120,"Kirkwood","","Alpine County"
"1456",93666,"Dinuba","Visalia-Porterville","Tulare County"
"1457",93673,"Kingsburg","Fresno","Fresno County"
"1458",95043,"Paicines","San Jose-Sunnyvale-Santa Clara","San Benito County"
"1459",96058,"Macdoel","","Siskiyou County"
"1460",95943,"Glenn","","Glenn County"
"1461",95251,"Vallecito","","Calaveras County"
"1462",95549,"Kneeland","Eureka-Arcata-Fortuna","Humboldt County"
"1463",92385,"Lake Arrowhead","Riverside-San Bernardino-Ontario","San Bernardino County"
"1464",91210,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1465",95230,"Farmington","Stockton-Lodi","San Joaquin County"
"1466",91934,"Jacumba","San Diego-Carlsbad","San Diego County"
"1467",93201,"Alpaugh","Visalia-Porterville","Tulare County"
"1468",92347,"Hinkley","Riverside-San Bernardino-Ontario","San Bernardino County"
"1469",95979,"Stonyford","","Colusa County"
"1470",92258,"Desert Hot Springs","Riverside-San Bernardino-Ontario","Riverside County"
"1471",96059,"Manton","Red Bluff","Tehama County"
"1472",93608,"Cantua Creek","Fresno","Fresno County"
"1473",95075,"Hollister","San Jose-Sunnyvale-Santa Clara","San Benito County"
"1474",96106,"Clio","","Plumas County"
"1475",92378,"Lake Arrowhead","Riverside-San Bernardino-Ontario","San Bernardino County"
"1476",94567,"Pope Valley","Napa","Napa County"
"1477",95317,"El Nido","Merced","Merced County"
"1478",93932,"Lockwood","Salinas","Monterey County"
"1479",95041,"Felton","Santa Cruz-Watsonville","Santa Cruz County"
"1480",92305,"Angelus Oaks","Riverside-San Bernardino-Ontario","San Bernardino County"
"1481",93531,"Keene","Bakersfield","Kern County"
"1482",94946,"Nicasio","San Francisco-Oakland-Hayward","Marin County"
"1483",95922,"Camptonville","Yuba City","Yuba County"
"1484",93218,"Ducor","Visalia-Porterville","Tulare County"
"1485",95224,"Murphys","","Calaveras County"
"1486",96048,"Junction City","","Trinity County"
"1487",94922,"Occidental","Santa Rosa","Sonoma County"
"1488",95526,"Bridgeville","Eureka-Arcata-Fortuna","Humboldt County"
"1489",95248,"Mokelumne Hill","","Calaveras County"
"1490",95335,"Long Barn","Sonora","Tuolumne County"
"1491",93255,"Onyx","Bakersfield","Kern County"
"1492",95697,"Yolo","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1493",95983,"Taylorsville","","Plumas County"
"1494",96084,"Round Mountain","Redding","Shasta County"
"1495",94963,"San Geronimo","San Francisco-Oakland-Hayward","Marin County"
"1496",95450,"Jenner","Santa Rosa","Sonoma County"
"1497",90743,"Seal Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"1498",93621,"Dunlap","Fresno","Fresno County"
"1499",95424,"Clearlake","Clearlake","Lake County"
"1500",93452,"San Simeon","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1501",96089,"Shasta Lake","Redding","Shasta County"
"1502",95830,"Elk Grove","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1503",95459,"Manchester","Ukiah","Mendocino County"
"1504",92327,"Daggett","Riverside-San Bernardino-Ontario","San Bernardino County"
"1505",96006,"Adin","","Modoc County"
"1506",95625,"Vacaville","Vallejo-Fairfield","Solano County"
"1507",92322,"Crestline","Riverside-San Bernardino-Ontario","San Bernardino County"
"1508",95556,"Orleans","Eureka-Arcata-Fortuna","Humboldt County"
"1509",94964,"San Quentin","San Francisco-Oakland-Hayward","Marin County"
"1510",92341,"Green Valley Lake","Riverside-San Bernardino-Ontario","San Bernardino County"
"1511",95527,"Burnt Ranch","","Trinity County"
"1512",95471,"Guerneville","Santa Rosa","Sonoma County"
"1513",95257,"Wilseyville","","Calaveras County"
"1514",96009,"Bieber","Susanville","Lassen County"
"1515",93652,"Raisin City","Fresno","Fresno County"
"1516",95318,"El Portal","","Mariposa County"
"1517",96065,"Montgomery Creek","Redding","Shasta County"
"1518",95936,"Downieville","","Sierra County"
"1519",95552,"Mad River","","Trinity County"
"1520",95941,"Forbestown","Chico","Butte County"
"1521",96050,"Klamath River","","Siskiyou County"
"1522",95585,"Leggett","Ukiah","Mendocino County"
"1523",93541,"Lee Vining","","Mono County"
"1524",96105,"Chilcoot","","Plumas County"
"1525",95432,"Elk","Ukiah","Mendocino County"
"1526",91759,"Lytle Creek","Riverside-San Bernardino-Ontario","San Bernardino County"
"1527",95956,"Meadow Valley","","Plumas County"
"1528",94971,"Tomales","San Francisco-Oakland-Hayward","Marin County"
"1529",92309,"Baker","Riverside-San Bernardino-Ontario","San Bernardino County"
"1530",95554,"Myers Flat","Eureka-Arcata-Fortuna","Humboldt County"
"1531",96125,"Sierra City","","Sierra County"
"1532",96128,"Standish","Susanville","Lassen County"
"1533",95970,"Colusa","","Colusa County"
"1534",95558,"Ferndale","Eureka-Arcata-Fortuna","Humboldt County"
"1535",95714,"Dutch Flat","Sacramento--Roseville--Arden-Arcade","Placer County"
"1536",93244,"Lemon Cove","Visalia-Porterville","Tulare County"
"1537",93641,"Miramonte","Fresno","Fresno County"
"1538",96092,"Chico","Chico","Butte County"
"1539",93450,"San Ardo","Salinas","Monterey County"
"1540",96033,"French Gulch","Redding","Shasta County"
"1541",95537,"Fields Landing","Eureka-Arcata-Fortuna","Humboldt County"
"1542",96090,"Tehama","Red Bluff","Tehama County"
"1543",96075,"Paynes Creek","Red Bluff","Tehama County"
"1544",92060,"Palomar Mountain","San Diego-Carlsbad","San Diego County"
"1545",95653,"Esparto","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1546",94972,"Sebastopol","Santa Rosa","Sonoma County"
"1547",95435,"Lakeport","Clearlake","Lake County"
"1548",95305,"Big Oak Flat","Sonora","Tuolumne County"
"1549",92239,"Desert Center","Riverside-San Bernardino-Ontario","Riverside County"
"1550",96016,"Cassel","Redding","Shasta County"
"1551",95419,"Occidental","Santa Rosa","Sonoma County"
"1552",95930,"Clipper Mills","Chico","Butte County"
"1553",96121,"Milford","Susanville","Lassen County"
"1554",95233,"Murphys","","Calaveras County"
"1555",96037,"Etna","","Siskiyou County"
"1556",95675,"River Pines","","Amador County"
"1557",95564,"Samoa","Eureka-Arcata-Fortuna","Humboldt County"
"1558",96124,"Calpine","","Sierra County"
"1559",94929,"Dillon Beach","San Francisco-Oakland-Hayward","Marin County"
"1560",93928,"King City","Salinas","Monterey County"
"1561",95913,"Willows","","Glenn County"
"1562",95232,"Glencoe","","Calaveras County"
"1563",95140,"East Foothills","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1564",93645,"O Neals","Madera","Madera County"
"1565",95443,"Lucerne","Clearlake","Lake County"
"1566",92066,"Ranchita","San Diego-Carlsbad","San Diego County"
"1567",95601,"Amador City","","Amador County"
"1568",96015,"Canby","","Modoc County"
"1569",94516,"Canyon","San Francisco-Oakland-Hayward","Contra Costa County"
"1570",96086,"Seiad Valley","","Siskiyou County"
"1571",95676,"Robbins","Yuba City","Sutter County"
"1572",95637,"Guinda","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1573",96054,"Lookout","","Modoc County"
"1574",96117,"Litchfield","Susanville","Lassen County"
"1575",95639,"Clarksburg","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1576",96046,"Hyampom","","Trinity County"
"1577",93669,"North Fork","Madera","Madera County"
"1578",93549,"Olancha","","Inyo County"
"1579",95974,"Richvale","Chico","Butte County"
"1580",95494,"Yorkville","Ukiah","Mendocino County"
"1581",95717,"Gold Run","Sacramento--Roseville--Arden-Arcade","Placer County"
"1582",95430,"Duncans Mills","Santa Rosa","Sonoma County"
"1583",95978,"Stirling City","Chico","Butte County"
"1584",95511,"Alderpoint","Eureka-Arcata-Fortuna","Humboldt County"
"1585",93226,"Glennville","Bakersfield","Kern County"
"1586",95934,"Greenville","","Plumas County"
"1587",96126,"Sierraville","","Sierra County"
"1588",97635,"New Pine Creek","","Modoc County"
"1589",95420,"Caspar","Ukiah","Mendocino County"
"1590",95606,"Brooks","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1591",95312,"Winton","Merced","Merced County"
"1592",96034,"Gazelle","","Siskiyou County"
"1593",95920,"Butte City","","Glenn County"
"1594",93628,"Hume","Fresno","Fresno County"
"1595",95607,"Capay","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1596",95569,"Redcrest","Eureka-Arcata-Fortuna","Humboldt County"
"1597",96076,"Hayfork","","Trinity County"
"1598",94074,"San Gregorio","San Francisco-Oakland-Hayward","San Mateo County"
"1599",95925,"Forbestown","Chico","Butte County"
"1600",96040,"Hat Creek","Redding","Shasta County"
"1601",95309,"Jamestown","Sonora","Tuolumne County"
"1602",95412,"Annapolis","Santa Rosa","Sonoma County"
"1603",95571,"Myers Flat","Eureka-Arcata-Fortuna","Humboldt County"
"1604",95595,"Zenia","","Trinity County"
"1605",95568,"Somes Bar","","Siskiyou County"
"1606",95837,"Nicolaus","Yuba City","Sutter County"
"1607",95939,"Elk Creek","","Glenn County"
"1608",96014,"Callahan","","Siskiyou County"
"1609",95950,"Grimes","","Colusa County"
"1610",94569,"Port Costa","San Francisco-Oakland-Hayward","Contra Costa County"
"1611",95559,"Myers Flat","Eureka-Arcata-Fortuna","Humboldt County"
"1612",95488,"Westport","Ukiah","Mendocino County"
"1613",95698,"Woodland","Sacramento--Roseville--Arden-Arcade","Yolo County"
