"","ZipCode","City","Metro","CountyName"
"375",95833,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"376",91387,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"377",95129,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"378",92102,"San Diego","San Diego-Carlsbad","San Diego County"
"379",95307,"Ceres","Modesto","Stanislaus County"
"380",92612,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"381",93612,"Clovis","Fresno","Fresno County"
"382",94583,"San Ramon","San Francisco-Oakland-Hayward","Contra Costa County"
"383",90744,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"384",94534,"Fairfield","Vallejo-Fairfield","Solano County"
"385",93635,"Los Banos","Merced","Merced County"
"386",94954,"Petaluma","Santa Rosa","Sonoma County"
"387",92543,"Hemet","Riverside-San Bernardino-Ontario","Riverside County"
"388",95835,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"389",91748,"Rowland Heights","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"390",91306,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"391",92591,"Temecula","Riverside-San Bernardino-Ontario","Riverside County"
"392",95765,"Rocklin","Sacramento--Roseville--Arden-Arcade","Placer County"
"393",92374,"Redlands","Riverside-San Bernardino-Ontario","San Bernardino County"
"394",90035,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"395",91607,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"396",92570,"Perris","Riverside-San Bernardino-Ontario","Riverside County"
"397",92240,"Desert Hot Springs","Riverside-San Bernardino-Ontario","Riverside County"
"398",91311,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"399",90007,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"400",94531,"Antioch","San Francisco-Oakland-Hayward","Contra Costa County"
"401",94561,"Oakley","San Francisco-Oakland-Hayward","Contra Costa County"
"402",95128,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"403",92879,"Corona","Riverside-San Bernardino-Ontario","Riverside County"
"404",90012,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"405",92703,"Santa Ana","Los Angeles-Long Beach-Anaheim","Orange County"
"406",95695,"Woodland","Sacramento--Roseville--Arden-Arcade","Yolo County"
"407",95134,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"408",94061,"Redwood City","San Francisco-Oakland-Hayward","San Mateo County"
"409",93012,"Camarillo","Oxnard-Thousand Oaks-Ventura","Ventura County"
"410",91362,"Thousand Oaks","Oxnard-Thousand Oaks-Ventura","Ventura County"
"411",95401,"Santa Rosa","Santa Rosa","Sonoma County"
"412",93292,"Visalia","Visalia-Porterville","Tulare County"
"413",95688,"Vacaville","Vallejo-Fairfield","Solano County"
"414",95380,"Turlock","Modesto","Stanislaus County"
"415",92410,"San Bernardino","Riverside-San Bernardino-Ontario","San Bernardino County"
"416",91701,"Rancho Cucamonga","Riverside-San Bernardino-Ontario","San Bernardino County"
"417",94401,"San Mateo","San Francisco-Oakland-Hayward","San Mateo County"
"418",90048,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"419",92707,"Santa Ana","Los Angeles-Long Beach-Anaheim","Orange County"
"420",94043,"Mountain View","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"421",92107,"San Diego","San Diego-Carlsbad","San Diego County"
"422",93401,"San Luis Obispo","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"423",94131,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"424",93555,"Ridgecrest","Bakersfield","Kern County"
"425",92571,"Perris","Riverside-San Bernardino-Ontario","Riverside County"
"426",94014,"Daly City","San Francisco-Oakland-Hayward","San Mateo County"
"427",90620,"Buena Park","Los Angeles-Long Beach-Anaheim","Orange County"
"428",96001,"Redding","Redding","Shasta County"
"429",93458,"Santa Maria","Santa Maria-Santa Barbara","Santa Barbara County"
"430",91505,"Burbank","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"431",92867,"Orange","Los Angeles-Long Beach-Anaheim","Orange County"
"432",90068,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"433",91107,"Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"434",91750,"La Verne","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"435",90032,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"436",93036,"Oxnard","Oxnard-Thousand Oaks-Ventura","Ventura County"
"437",92264,"Palm Springs","Riverside-San Bernardino-Ontario","Riverside County"
"438",91206,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"439",94520,"Concord","San Francisco-Oakland-Hayward","Contra Costa County"
"440",90807,"Long Beach","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"441",92806,"Anaheim","Los Angeles-Long Beach-Anaheim","Orange County"
"442",92203,"Indio","Riverside-San Bernardino-Ontario","Riverside County"
"443",92831,"Fullerton","Los Angeles-Long Beach-Anaheim","Orange County"
"444",90033,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"445",95116,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"446",90063,"East Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"447",93905,"Salinas","Salinas","Monterey County"
"448",92113,"San Diego","San Diego-Carlsbad","San Diego County"
"449",92065,"Ramona","San Diego-Carlsbad","San Diego County"
"450",90001,"Florence-Graham","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"451",95209,"Stockton","Stockton-Lodi","San Joaquin County"
"452",90806,"Long Beach","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"453",95337,"Manteca","Stockton-Lodi","San Joaquin County"
"454",93001,"Ventura","Oxnard-Thousand Oaks-Ventura","Ventura County"
"455",94952,"Petaluma","Santa Rosa","Sonoma County"
"456",95662,"Orangevale","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"457",95901,"Marysville","Yuba City","Yuba County"
"458",95661,"Roseville","Sacramento--Roseville--Arden-Arcade","Placer County"
"459",94133,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"460",95382,"Turlock","Modesto","Stanislaus County"
"461",91790,"West Covina","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"462",92629,"Dana Point","Los Angeles-Long Beach-Anaheim","Orange County"
"463",95301,"Atwater","Merced","Merced County"
"464",91789,"Walnut","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"465",91104,"Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"466",95482,"Ukiah","Ukiah","Mendocino County"
"467",95361,"Oakdale","Modesto","Stanislaus County"
"468",90220,"Compton","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"469",93245,"Lemoore","Hanford-Corcoran","Kings County"
"470",94941,"Mill Valley","San Francisco-Oakland-Hayward","Marin County"
"471",94526,"Danville","San Francisco-Oakland-Hayward","Contra Costa County"
"472",95820,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"473",92270,"Rancho Mirage","Riverside-San Bernardino-Ontario","Riverside County"
"474",95351,"Modesto","Modesto","Stanislaus County"
"475",95407,"Santa Rosa","Santa Rosa","Sonoma County"
"476",96080,"Red Bluff","Red Bluff","Tehama County"
"477",91350,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"478",94588,"Pleasanton","San Francisco-Oakland-Hayward","Alameda County"
"479",96002,"Redding","Redding","Shasta County"
"480",90017,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"481",90038,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"482",90242,"Downey","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"483",95370,"Sonora","Sonora","Tuolumne County"
"484",90230,"Culver City","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"485",95945,"Grass Valley","Truckee-Grass Valley","Nevada County"
"486",91326,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"487",91711,"Claremont","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"488",95834,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"489",92807,"Anaheim","Los Angeles-Long Beach-Anaheim","Orange County"
"490",91773,"San Dimas","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"491",91001,"Altadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"492",91355,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"493",94070,"San Carlos","San Francisco-Oakland-Hayward","San Mateo County"
"494",95409,"Santa Rosa","Santa Rosa","Sonoma County"
"495",91754,"Monterey Park","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"496",90301,"Inglewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"497",95120,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"498",92108,"San Diego","San Diego-Carlsbad","San Diego County"
"499",95966,"Oroville","Chico","Butte County"
"500",93705,"Fresno","Fresno","Fresno County"
"501",93101,"Santa Barbara","Santa Maria-Santa Barbara","Santa Barbara County"
"502",91316,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"503",91941,"La Mesa","San Diego-Carlsbad","San Diego County"
"504",92651,"Laguna Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"505",90064,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"506",92220,"Banning","Riverside-San Bernardino-Ontario","Riverside County"
"507",93561,"Tehachapi","Bakersfield","Kern County"
"508",92637,"Laguna Woods","Los Angeles-Long Beach-Anaheim","Orange County"
"509",94903,"San Rafael","San Francisco-Oakland-Hayward","Marin County"
"510",90504,"Torrance","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"511",93638,"Madera","Madera","Madera County"
"512",92131,"San Diego","San Diego-Carlsbad","San Diego County"
"513",93422,"Atascadero","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"514",91780,"Temple City","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"515",95682,"Shingle Springs","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"516",93702,"Fresno","Fresno","Fresno County"
"517",94602,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"518",92110,"San Diego","San Diego-Carlsbad","San Diego County"
"519",95122,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"520",90604,"Whittier","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"521",92701,"Santa Ana","Los Angeles-Long Beach-Anaheim","Orange County"
"522",91739,"Rancho Cucamonga","Riverside-San Bernardino-Ontario","San Bernardino County"
"523",90002,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"524",90039,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"525",95340,"Merced","Merced","Merced County"
"526",95993,"Yuba City","Yuba City","Sutter County"
"527",91776,"San Gabriel","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"528",93420,"Arroyo Grande","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"529",95070,"Saratoga","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"530",91325,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"531",92802,"Anaheim","Los Angeles-Long Beach-Anaheim","Orange County"
"532",93955,"Seaside","Salinas","Monterey County"
"533",95204,"Stockton","Stockton-Lodi","San Joaquin County"
"534",94063,"Redwood City","San Francisco-Oakland-Hayward","San Mateo County"
"535",93454,"Santa Maria","Santa Maria-Santa Barbara","Santa Barbara County"
"536",91403,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"537",92123,"San Diego","San Diego-Carlsbad","San Diego County"
"538",92120,"San Diego","San Diego-Carlsbad","San Diego County"
"539",95210,"Stockton","Stockton-Lodi","San Joaquin County"
"540",93021,"Moorpark","Oxnard-Thousand Oaks-Ventura","Ventura County"
"541",91356,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"542",93637,"Madera","Madera","Madera County"
"543",91352,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"544",92675,"San Juan Capistrano","Los Angeles-Long Beach-Anaheim","Orange County"
"545",94306,"Palo Alto","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"546",95132,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"547",94510,"Benicia","Vallejo-Fairfield","Solano County"
"548",92869,"Orange","Los Angeles-Long Beach-Anaheim","Orange County"
"549",93710,"Fresno","Fresno","Fresno County"
"550",92311,"Barstow","Riverside-San Bernardino-Ontario","San Bernardino County"
"551",92008,"Carlsbad","San Diego-Carlsbad","San Diego County"
"552",95838,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"553",94607,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"554",95842,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"555",95356,"Modesto","Modesto","Stanislaus County"
"556",92083,"Vista","San Diego-Carlsbad","San Diego County"
"557",90221,"Compton","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"558",93657,"Sanger","Fresno","Fresno County"
"559",90031,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"560",91007,"Arcadia","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"561",95816,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"562",95677,"Rocklin","Sacramento--Roseville--Arden-Arcade","Placer County"
"563",95348,"Merced","Merced","Merced County"
"564",95660,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"565",94555,"Fremont","San Francisco-Oakland-Hayward","Alameda County"
"566",95148,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"567",94134,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"568",92694,"Ladera Ranch","Los Angeles-Long Beach-Anaheim","Orange County"
"569",92586,"Menifee","Riverside-San Bernardino-Ontario","Riverside County"
"570",94530,"El Cerrito","San Francisco-Oakland-Hayward","Contra Costa County"
"571",94549,"Lafayette","San Francisco-Oakland-Hayward","Contra Costa County"
"572",90023,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"573",95603,"Auburn","Sacramento--Roseville--Arden-Arcade","Placer County"
"574",94002,"Belmont","San Francisco-Oakland-Hayward","San Mateo County"
"575",92595,"Wildomar","Riverside-San Bernardino-Ontario","Riverside County"
"576",90621,"Buena Park","Los Angeles-Long Beach-Anaheim","Orange County"
"577",91106,"Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"578",95118,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"579",92124,"San Diego","San Diego-Carlsbad","San Diego County"
"580",94596,"Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County"
"581",95205,"Stockton","Stockton-Lodi","San Joaquin County"
"582",93215,"Delano","Bakersfield","Kern County"
"583",92843,"Garden Grove","Los Angeles-Long Beach-Anaheim","Orange County"
"584",95472,"Sebastopol","Santa Rosa","Sonoma County"
"585",91722,"Covina","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"586",94559,"Napa","Napa","Napa County"
"587",93704,"Fresno","Fresno","Fresno County"
"588",91321,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"589",92602,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"590",90274,"Palos Verdes Estates","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"591",93305,"Bakersfield","Bakersfield","Kern County"
"592",90302,"Inglewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"593",93035,"Oxnard","Oxnard-Thousand Oaks-Ventura","Ventura County"
"594",92555,"Moreno Valley","Riverside-San Bernardino-Ontario","Riverside County"
"595",94124,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"596",94597,"Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County"
"597",92663,"Newport Beach","Los Angeles-Long Beach-Anaheim","Orange County"
"598",94132,"San Francisco","San Francisco-Oakland-Hayward","San Francisco County"
"599",91791,"West Covina","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"600",95032,"Los Gatos","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"601",90601,"Whittier","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"602",94598,"Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County"
"603",92614,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"604",91763,"Montclair","Riverside-San Bernardino-Ontario","San Bernardino County"
"605",90015,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"606",93004,"Ventura","Oxnard-Thousand Oaks-Ventura","Ventura County"
"607",95219,"Stockton","Stockton-Lodi","San Joaquin County"
"608",93105,"Santa Barbara","Santa Maria-Santa Barbara","Santa Barbara County"
"609",90260,"Lawndale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"610",91354,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"611",91101,"Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"612",95117,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"613",93706,"Fresno","Fresno","Fresno County"
"614",95818,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"615",92782,"Tustin","Los Angeles-Long Beach-Anaheim","Orange County"
"616",93933,"Marina","Salinas","Monterey County"
"617",92081,"Vista","San Diego-Carlsbad","San Diego County"
"618",91006,"Arcadia","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"619",90712,"Lakewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"620",90605,"Whittier","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"621",95492,"Windsor","Santa Rosa","Sonoma County"
"622",92284,"Yucca Valley","Riverside-San Bernardino-Ontario","San Bernardino County"
"623",92653,"Laguna Hills","Los Angeles-Long Beach-Anaheim","Orange County"
"624",92883,"Corona","Riverside-San Bernardino-Ontario","Riverside County"
"625",90404,"Santa Monica","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"626",94609,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"627",91752,"Eastvale","Riverside-San Bernardino-Ontario","Riverside County"
"628",91214,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"629",95003,"Aptos","Santa Cruz-Watsonville","Santa Cruz County"
"630",94402,"San Mateo","San Francisco-Oakland-Hayward","San Mateo County"
"631",95632,"Galt","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"632",91030,"South Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"633",92139,"San Diego","San Diego-Carlsbad","San Diego County"
"634",94545,"Hayward","San Francisco-Oakland-Hayward","Alameda County"
"635",92277,"Twentynine Palms","Riverside-San Bernardino-Ontario","San Bernardino County"
"636",92673,"San Clemente","Los Angeles-Long Beach-Anaheim","Orange County"
"637",91803,"Alhambra","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"638",95242,"Lodi","Stockton-Lodi","San Joaquin County"
"639",93552,"Palmdale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"640",94062,"Redwood City","San Francisco-Oakland-Hayward","San Mateo County"
"641",92679,"Coto de Caza","Los Angeles-Long Beach-Anaheim","Orange County"
"642",91364,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"643",95618,"Davis","Sacramento--Roseville--Arden-Arcade","Yolo County"
"644",91351,"Santa Clarita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"645",94585,"Suisun City","Vallejo-Fairfield","Solano County"
"646",92236,"Coachella","Riverside-San Bernardino-Ontario","Riverside County"
"647",93703,"Fresno","Fresno","Fresno County"
"648",94518,"Concord","San Francisco-Oakland-Hayward","Contra Costa County"
"649",90059,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"650",94595,"Walnut Creek","San Francisco-Oakland-Hayward","Contra Costa County"
"651",90041,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"652",93901,"Salinas","Salinas","Monterey County"
"653",90254,"Hermosa Beach","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"654",91733,"South El Monte","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"655",96007,"Anderson","Redding","Shasta County"
"656",95824,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"657",94603,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"658",90810,"Long Beach","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"659",91042,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"660",92231,"Calexico","El Centro","Imperial County"
"661",95829,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"662",92583,"San Jacinto","Riverside-San Bernardino-Ontario","Riverside County"
"663",93314,"Rosedale","Bakersfield","Kern County"
"664",92706,"Santa Ana","Los Angeles-Long Beach-Anaheim","Orange County"
"665",91602,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"666",95501,"Eureka","Eureka-Arcata-Fortuna","Humboldt County"
"667",92508,"Riverside","Riverside-San Bernardino-Ontario","Riverside County"
"668",94619,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"669",92301,"Adelanto","Riverside-San Bernardino-Ontario","San Bernardino County"
"670",95503,"Eureka","Eureka-Arcata-Fortuna","Humboldt County"
"671",94801,"Richmond","San Francisco-Oakland-Hayward","Contra Costa County"
"672",92604,"Irvine","Los Angeles-Long Beach-Anaheim","Orange County"
"673",95864,"Arden-Arcade","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"674",94612,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"675",94589,"Vallejo","Vallejo-Fairfield","Solano County"
"676",95405,"Santa Rosa","Santa Rosa","Sonoma County"
"677",93654,"Reedley","Fresno","Fresno County"
"678",91932,"Imperial Beach","San Diego-Carlsbad","San Diego County"
"679",91303,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"680",91324,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"681",92394,"Victorville","Riverside-San Bernardino-Ontario","San Bernardino County"
"682",91740,"Glendora","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"683",92011,"Carlsbad","San Diego-Carlsbad","San Diego County"
"684",93060,"Santa Paula","Oxnard-Thousand Oaks-Ventura","Ventura County"
"685",90272,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"686",91504,"Burbank","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"687",95121,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"688",95131,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"689",90062,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"690",92119,"San Diego","San Diego-Carlsbad","San Diego County"
"691",91302,"Calabasas","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"692",91915,"Chula Vista","San Diego-Carlsbad","San Diego County"
"693",90713,"Lakewood","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"694",90680,"Stanton","Los Angeles-Long Beach-Anaheim","Orange County"
"695",94621,"Oakland","San Francisco-Oakland-Hayward","Alameda County"
"696",95358,"Modesto","Modesto","Stanislaus County"
"697",94580,"San Lorenzo","San Francisco-Oakland-Hayward","Alameda County"
"698",94704,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"699",94947,"Novato","San Francisco-Oakland-Hayward","Marin County"
"700",93662,"Selma","Fresno","Fresno County"
"701",91741,"Glendora","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"702",92337,"Fontana","Riverside-San Bernardino-Ontario","San Bernardino County"
"703",94803,"El Sobrante","San Francisco-Oakland-Hayward","Contra Costa County"
"704",95341,"Merced","Merced","Merced County"
"705",92354,"Loma Linda","Riverside-San Bernardino-Ontario","San Bernardino County"
"706",95815,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"707",90814,"Long Beach","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"708",90210,"Beverly Hills","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"709",91792,"West Covina","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"710",90249,"Gardena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"711",91784,"Upland","Riverside-San Bernardino-Ontario","San Bernardino County"
"712",92841,"Garden Grove","Los Angeles-Long Beach-Anaheim","Orange County"
"713",91301,"Agoura Hills","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"714",94030,"Millbrae","San Francisco-Oakland-Hayward","San Mateo County"
"715",91411,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"716",95841,"Sacramento","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"717",90710,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"718",90717,"Lomita","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"719",95377,"Tracy","Stockton-Lodi","San Joaquin County"
"720",95354,"Modesto","Modesto","Stanislaus County"
"721",95959,"Nevada City","Truckee-Grass Valley","Nevada County"
"722",95961,"Olivehurst","Yuba City","Yuba County"
"723",92835,"Fullerton","Los Angeles-Long Beach-Anaheim","Orange County"
"724",94085,"Sunnyvale","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"725",92881,"Corona","Riverside-San Bernardino-Ontario","Riverside County"
"726",92405,"San Bernardino","Riverside-San Bernardino-Ontario","San Bernardino County"
"727",92118,"Coronado","San Diego-Carlsbad","San Diego County"
"728",94703,"Berkeley","San Francisco-Oakland-Hayward","Alameda County"
"729",93405,"San Luis Obispo","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"730",92227,"Brawley","El Centro","Imperial County"
"731",90720,"Los Alamitos","Los Angeles-Long Beach-Anaheim","Orange County"
"732",95776,"Woodland","Sacramento--Roseville--Arden-Arcade","Yolo County"
"733",94547,"Hercules","San Francisco-Oakland-Hayward","Contra Costa County"
"734",95531,"Crescent City","Crescent City","Del Norte County"
"735",91202,"Glendale","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"736",91945,"Lemon Grove","San Diego-Carlsbad","San Diego County"
"737",94089,"Sunnyvale","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"738",95521,"Arcata","Eureka-Arcata-Fortuna","Humboldt County"
"739",92832,"Fullerton","Los Angeles-Long Beach-Anaheim","Orange County"
"740",91755,"Monterey Park","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"741",95133,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"742",90732,"Los Angeles","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"743",92868,"Orange","Los Angeles-Long Beach-Anaheim","Orange County"
"744",93618,"Dinuba","Visalia-Porterville","Tulare County"
"745",90606,"Whittier","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"746",95054,"Santa Clara","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"747",91103,"Pasadena","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"748",95827,"Rancho Cordova","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"749",93444,"Nipomo","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"750",91724,"Covina","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"751",96150,"South Lake Tahoe","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"752",95363,"Patterson","Modesto","Stanislaus County"
"753",93950,"Pacific Grove","Salinas","Monterey County"
"754",92596,"Winchester","Riverside-San Bernardino-Ontario","Riverside County"
