EarnS,time,state,county,year,quarter,county_name
2374,2003-Q3,06,023,2003,3,Humboldt County
2545,2003-Q4,06,023,2003,4,Humboldt County
2386,2004-Q1,06,023,2004,1,Humboldt County
2498,2004-Q2,06,023,2004,2,Humboldt County
2495,2004-Q3,06,023,2004,3,Humboldt County
2689,2004-Q4,06,023,2004,4,Humboldt County
2443,2005-Q1,06,023,2005,1,Humboldt County
2563,2005-Q2,06,023,2005,2,Humboldt County
2616,2005-Q3,06,023,2005,3,Humboldt County
2692,2005-Q4,06,023,2005,4,Humboldt County
2618,2006-Q1,06,023,2006,1,Humboldt County
2656,2006-Q2,06,023,2006,2,Humboldt County
2665,2006-Q3,06,023,2006,3,Humboldt County
2794,2006-Q4,06,023,2006,4,Humboldt County
2727,2007-Q1,06,023,2007,1,Humboldt County
2787,2007-Q2,06,023,2007,2,Humboldt County
2728,2007-Q3,06,023,2007,3,Humboldt County
2887,2007-Q4,06,023,2007,4,Humboldt County
2744,2008-Q1,06,023,2008,1,Humboldt County
2831,2008-Q2,06,023,2008,2,Humboldt County
2792,2008-Q3,06,023,2008,3,Humboldt County
3039,2008-Q4,06,023,2008,4,Humboldt County
2684,2009-Q1,06,023,2009,1,Humboldt County
2794,2009-Q2,06,023,2009,2,Humboldt County
2747,2009-Q3,06,023,2009,3,Humboldt County
3026,2009-Q4,06,023,2009,4,Humboldt County
2675,2010-Q1,06,023,2010,1,Humboldt County
2873,2010-Q2,06,023,2010,2,Humboldt County
2875,2010-Q3,06,023,2010,3,Humboldt County
3160,2010-Q4,06,023,2010,4,Humboldt County
2755,2011-Q1,06,023,2011,1,Humboldt County
2957,2011-Q2,06,023,2011,2,Humboldt County
3000,2011-Q3,06,023,2011,3,Humboldt County
3060,2011-Q4,06,023,2011,4,Humboldt County
2915,2012-Q1,06,023,2012,1,Humboldt County
3030,2012-Q2,06,023,2012,2,Humboldt County
2934,2012-Q3,06,023,2012,3,Humboldt County
3119,2012-Q4,06,023,2012,4,Humboldt County
2949,2013-Q1,06,023,2013,1,Humboldt County
3060,2013-Q2,06,023,2013,2,Humboldt County
3057,2013-Q3,06,023,2013,3,Humboldt County
3197,2013-Q4,06,023,2013,4,Humboldt County
3011,2014-Q1,06,023,2014,1,Humboldt County
3124,2014-Q2,06,023,2014,2,Humboldt County
3105,2014-Q3,06,023,2014,3,Humboldt County
3259,2014-Q4,06,023,2014,4,Humboldt County
3083,2015-Q1,06,023,2015,1,Humboldt County
3213,2015-Q2,06,023,2015,2,Humboldt County
3185,2015-Q3,06,023,2015,3,Humboldt County
3468,2015-Q4,06,023,2015,4,Humboldt County
3107,2016-Q1,06,023,2016,1,Humboldt County
3312,2016-Q2,06,023,2016,2,Humboldt County
3424,2016-Q3,06,023,2016,3,Humboldt County
3462,2016-Q4,06,023,2016,4,Humboldt County
3335,2017-Q1,06,023,2017,1,Humboldt County
3464,2017-Q2,06,023,2017,2,Humboldt County
3502,2017-Q3,06,023,2017,3,Humboldt County
3596,2017-Q4,06,023,2017,4,Humboldt County
3436,2018-Q1,06,023,2018,1,Humboldt County
3510,2018-Q2,06,023,2018,2,Humboldt County
3533,2018-Q3,06,023,2018,3,Humboldt County
3703,2018-Q4,06,023,2018,4,Humboldt County
3548,2019-Q1,06,023,2019,1,Humboldt County
3678,2019-Q2,06,023,2019,2,Humboldt County
3697,2019-Q3,06,023,2019,3,Humboldt County
1786,1991-Q4,06,025,1991,4,Imperial County
1655,1992-Q1,06,025,1992,1,Imperial County
1805,1992-Q2,06,025,1992,2,Imperial County
1611,1992-Q3,06,025,1992,3,Imperial County
1808,1992-Q4,06,025,1992,4,Imperial County
1654,1993-Q1,06,025,1993,1,Imperial County
1778,1993-Q2,06,025,1993,2,Imperial County
1619,1993-Q3,06,025,1993,3,Imperial County
1863,1993-Q4,06,025,1993,4,Imperial County
1700,1994-Q1,06,025,1994,1,Imperial County
1819,1994-Q2,06,025,1994,2,Imperial County
1738,1994-Q3,06,025,1994,3,Imperial County
1829,1994-Q4,06,025,1994,4,Imperial County
1771,1995-Q1,06,025,1995,1,Imperial County
1835,1995-Q2,06,025,1995,2,Imperial County
1693,1995-Q3,06,025,1995,3,Imperial County
1878,1995-Q4,06,025,1995,4,Imperial County
1799,1996-Q1,06,025,1996,1,Imperial County
1930,1996-Q2,06,025,1996,2,Imperial County
1774,1996-Q3,06,025,1996,3,Imperial County
1949,1996-Q4,06,025,1996,4,Imperial County
1825,1997-Q1,06,025,1997,1,Imperial County
1949,1997-Q2,06,025,1997,2,Imperial County
1790,1997-Q3,06,025,1997,3,Imperial County
2026,1997-Q4,06,025,1997,4,Imperial County
1859,1998-Q1,06,025,1998,1,Imperial County
1988,1998-Q2,06,025,1998,2,Imperial County
1851,1998-Q3,06,025,1998,3,Imperial County
2113,1998-Q4,06,025,1998,4,Imperial County
1872,1999-Q1,06,025,1999,1,Imperial County
2041,1999-Q2,06,025,1999,2,Imperial County
1897,1999-Q3,06,025,1999,3,Imperial County
2169,1999-Q4,06,025,1999,4,Imperial County
2084,2000-Q1,06,025,2000,1,Imperial County
2348,2000-Q2,06,025,2000,2,Imperial County
2253,2000-Q3,06,025,2000,3,Imperial County
2411,2000-Q4,06,025,2000,4,Imperial County
2330,2001-Q1,06,025,2001,1,Imperial County
2485,2001-Q2,06,025,2001,2,Imperial County
2372,2001-Q3,06,025,2001,3,Imperial County
2538,2001-Q4,06,025,2001,4,Imperial County
2426,2002-Q1,06,025,2002,1,Imperial County
2402,2002-Q2,06,025,2002,2,Imperial County
2275,2002-Q3,06,025,2002,3,Imperial County
2458,2002-Q4,06,025,2002,4,Imperial County
2729,2003-Q1,06,025,2003,1,Imperial County
2537,2003-Q2,06,025,2003,2,Imperial County
2434,2003-Q3,06,025,2003,3,Imperial County
2634,2003-Q4,06,025,2003,4,Imperial County
2540,2004-Q1,06,025,2004,1,Imperial County
2600,2004-Q2,06,025,2004,2,Imperial County
2518,2004-Q3,06,025,2004,3,Imperial County
2759,2004-Q4,06,025,2004,4,Imperial County
2597,2005-Q1,06,025,2005,1,Imperial County
2690,2005-Q2,06,025,2005,2,Imperial County
2666,2005-Q3,06,025,2005,3,Imperial County
2777,2005-Q4,06,025,2005,4,Imperial County
2717,2006-Q1,06,025,2006,1,Imperial County
2828,2006-Q2,06,025,2006,2,Imperial County
2710,2006-Q3,06,025,2006,3,Imperial County
2914,2006-Q4,06,025,2006,4,Imperial County
2885,2007-Q1,06,025,2007,1,Imperial County
3053,2007-Q2,06,025,2007,2,Imperial County
2862,2007-Q3,06,025,2007,3,Imperial County
3076,2007-Q4,06,025,2007,4,Imperial County
2955,2008-Q1,06,025,2008,1,Imperial County
3031,2008-Q2,06,025,2008,2,Imperial County
2922,2008-Q3,06,025,2008,3,Imperial County
3153,2008-Q4,06,025,2008,4,Imperial County
3022,2009-Q1,06,025,2009,1,Imperial County
3068,2009-Q2,06,025,2009,2,Imperial County
2899,2009-Q3,06,025,2009,3,Imperial County
3199,2009-Q4,06,025,2009,4,Imperial County
2970,2010-Q1,06,025,2010,1,Imperial County
3126,2010-Q2,06,025,2010,2,Imperial County
2977,2010-Q3,06,025,2010,3,Imperial County
3309,2010-Q4,06,025,2010,4,Imperial County
2999,2011-Q1,06,025,2011,1,Imperial County
3099,2011-Q2,06,025,2011,2,Imperial County
3173,2011-Q3,06,025,2011,3,Imperial County
3258,2011-Q4,06,025,2011,4,Imperial County
3130,2012-Q1,06,025,2012,1,Imperial County
3146,2012-Q2,06,025,2012,2,Imperial County
3024,2012-Q3,06,025,2012,3,Imperial County
3298,2012-Q4,06,025,2012,4,Imperial County
3106,2013-Q1,06,025,2013,1,Imperial County
3133,2013-Q2,06,025,2013,2,Imperial County
3077,2013-Q3,06,025,2013,3,Imperial County
3277,2013-Q4,06,025,2013,4,Imperial County
3164,2014-Q1,06,025,2014,1,Imperial County
3225,2014-Q2,06,025,2014,2,Imperial County
3178,2014-Q3,06,025,2014,3,Imperial County
3377,2014-Q4,06,025,2014,4,Imperial County
3178,2015-Q1,06,025,2015,1,Imperial County
3346,2015-Q2,06,025,2015,2,Imperial County
3264,2015-Q3,06,025,2015,3,Imperial County
3535,2015-Q4,06,025,2015,4,Imperial County
3219,2016-Q1,06,025,2016,1,Imperial County
3436,2016-Q2,06,025,2016,2,Imperial County
3523,2016-Q3,06,025,2016,3,Imperial County
3544,2016-Q4,06,025,2016,4,Imperial County
3446,2017-Q1,06,025,2017,1,Imperial County
3525,2017-Q2,06,025,2017,2,Imperial County
3459,2017-Q3,06,025,2017,3,Imperial County
3649,2017-Q4,06,025,2017,4,Imperial County
3537,2018-Q1,06,025,2018,1,Imperial County
3614,2018-Q2,06,025,2018,2,Imperial County
3581,2018-Q3,06,025,2018,3,Imperial County
3775,2018-Q4,06,025,2018,4,Imperial County
3658,2019-Q1,06,025,2019,1,Imperial County
3776,2019-Q2,06,025,2019,2,Imperial County
3719,2019-Q3,06,025,2019,3,Imperial County
1916,1991-Q4,06,027,1991,4,Inyo County
1795,1992-Q1,06,027,1992,1,Inyo County
1737,1992-Q2,06,027,1992,2,Inyo County
1564,1992-Q3,06,027,1992,3,Inyo County
1844,1992-Q4,06,027,1992,4,Inyo County
1560,1993-Q1,06,027,1993,1,Inyo County
1784,1993-Q2,06,027,1993,2,Inyo County
1903,1993-Q3,06,027,1993,3,Inyo County
2144,1993-Q4,06,027,1993,4,Inyo County
1812,1994-Q1,06,027,1994,1,Inyo County
1938,1994-Q2,06,027,1994,2,Inyo County
1899,1994-Q3,06,027,1994,3,Inyo County
1849,1994-Q4,06,027,1994,4,Inyo County
1724,1995-Q1,06,027,1995,1,Inyo County
1931,1995-Q2,06,027,1995,2,Inyo County
1690,1995-Q3,06,027,1995,3,Inyo County
2028,1995-Q4,06,027,1995,4,Inyo County
1711,1996-Q1,06,027,1996,1,Inyo County
1971,1996-Q2,06,027,1996,2,Inyo County
1826,1996-Q3,06,027,1996,3,Inyo County
2063,1996-Q4,06,027,1996,4,Inyo County
1760,1997-Q1,06,027,1997,1,Inyo County
1973,1997-Q2,06,027,1997,2,Inyo County
1767,1997-Q3,06,027,1997,3,Inyo County
2085,1997-Q4,06,027,1997,4,Inyo County
1849,1998-Q1,06,027,1998,1,Inyo County
2068,1998-Q2,06,027,1998,2,Inyo County
1857,1998-Q3,06,027,1998,3,Inyo County
2164,1998-Q4,06,027,1998,4,Inyo County
1853,1999-Q1,06,027,1999,1,Inyo County
2114,1999-Q2,06,027,1999,2,Inyo County
2025,1999-Q3,06,027,1999,3,Inyo County
2231,1999-Q4,06,027,1999,4,Inyo County
2000,2000-Q1,06,027,2000,1,Inyo County
2340,2000-Q2,06,027,2000,2,Inyo County
2198,2000-Q3,06,027,2000,3,Inyo County
2452,2000-Q4,06,027,2000,4,Inyo County
2277,2001-Q1,06,027,2001,1,Inyo County
2404,2001-Q2,06,027,2001,2,Inyo County
2232,2001-Q3,06,027,2001,3,Inyo County
2527,2001-Q4,06,027,2001,4,Inyo County
2344,2002-Q1,06,027,2002,1,Inyo County
2507,2002-Q2,06,027,2002,2,Inyo County
2318,2002-Q3,06,027,2002,3,Inyo County
2621,2002-Q4,06,027,2002,4,Inyo County
2393,2003-Q1,06,027,2003,1,Inyo County
2527,2003-Q2,06,027,2003,2,Inyo County
2389,2003-Q3,06,027,2003,3,Inyo County
2702,2003-Q4,06,027,2003,4,Inyo County
2438,2004-Q1,06,027,2004,1,Inyo County
2585,2004-Q2,06,027,2004,2,Inyo County
2452,2004-Q3,06,027,2004,3,Inyo County
2809,2004-Q4,06,027,2004,4,Inyo County
2485,2005-Q1,06,027,2005,1,Inyo County
2715,2005-Q2,06,027,2005,2,Inyo County
2562,2005-Q3,06,027,2005,3,Inyo County
2943,2005-Q4,06,027,2005,4,Inyo County
2691,2006-Q1,06,027,2006,1,Inyo County
2923,2006-Q2,06,027,2006,2,Inyo County
2670,2006-Q3,06,027,2006,3,Inyo County
3154,2006-Q4,06,027,2006,4,Inyo County
2847,2007-Q1,06,027,2007,1,Inyo County
2981,2007-Q2,06,027,2007,2,Inyo County
2836,2007-Q3,06,027,2007,3,Inyo County
3258,2007-Q4,06,027,2007,4,Inyo County
2981,2008-Q1,06,027,2008,1,Inyo County
3134,2008-Q2,06,027,2008,2,Inyo County
2933,2008-Q3,06,027,2008,3,Inyo County
3281,2008-Q4,06,027,2008,4,Inyo County
2973,2009-Q1,06,027,2009,1,Inyo County
3166,2009-Q2,06,027,2009,2,Inyo County
2914,2009-Q3,06,027,2009,3,Inyo County
3385,2009-Q4,06,027,2009,4,Inyo County
2981,2010-Q1,06,027,2010,1,Inyo County
3220,2010-Q2,06,027,2010,2,Inyo County
2997,2010-Q3,06,027,2010,3,Inyo County
3351,2010-Q4,06,027,2010,4,Inyo County
3063,2011-Q1,06,027,2011,1,Inyo County
3313,2011-Q2,06,027,2011,2,Inyo County
3139,2011-Q3,06,027,2011,3,Inyo County
3408,2011-Q4,06,027,2011,4,Inyo County
3450,2012-Q1,06,027,2012,1,Inyo County
3437,2012-Q2,06,027,2012,2,Inyo County
3150,2012-Q3,06,027,2012,3,Inyo County
3527,2012-Q4,06,027,2012,4,Inyo County
3437,2013-Q1,06,027,2013,1,Inyo County
3392,2013-Q2,06,027,2013,2,Inyo County
3208,2013-Q3,06,027,2013,3,Inyo County
3622,2013-Q4,06,027,2013,4,Inyo County
3504,2014-Q1,06,027,2014,1,Inyo County
3550,2014-Q2,06,027,2014,2,Inyo County
3379,2014-Q3,06,027,2014,3,Inyo County
3635,2014-Q4,06,027,2014,4,Inyo County
3574,2015-Q1,06,027,2015,1,Inyo County
3587,2015-Q2,06,027,2015,2,Inyo County
3420,2015-Q3,06,027,2015,3,Inyo County
3796,2015-Q4,06,027,2015,4,Inyo County
3552,2016-Q1,06,027,2016,1,Inyo County
3687,2016-Q2,06,027,2016,2,Inyo County
3660,2016-Q3,06,027,2016,3,Inyo County
3777,2016-Q4,06,027,2016,4,Inyo County
3854,2017-Q1,06,027,2017,1,Inyo County
3744,2017-Q2,06,027,2017,2,Inyo County
3611,2017-Q3,06,027,2017,3,Inyo County
3864,2017-Q4,06,027,2017,4,Inyo County
3776,2018-Q1,06,027,2018,1,Inyo County
3825,2018-Q2,06,027,2018,2,Inyo County
3651,2018-Q3,06,027,2018,3,Inyo County
4027,2018-Q4,06,027,2018,4,Inyo County
3983,2019-Q1,06,027,2019,1,Inyo County
3995,2019-Q2,06,027,2019,2,Inyo County
3838,2019-Q3,06,027,2019,3,Inyo County
2311,1991-Q4,06,029,1991,4,Kern County
2078,1992-Q1,06,029,1992,1,Kern County
2104,1992-Q2,06,029,1992,2,Kern County
2048,1992-Q3,06,029,1992,3,Kern County
2321,1992-Q4,06,029,1992,4,Kern County
2068,1993-Q1,06,029,1993,1,Kern County
2133,1993-Q2,06,029,1993,2,Kern County
2090,1993-Q3,06,029,1993,3,Kern County
2369,1993-Q4,06,029,1993,4,Kern County
2093,1994-Q1,06,029,1994,1,Kern County
2140,1994-Q2,06,029,1994,2,Kern County
2125,1994-Q3,06,029,1994,3,Kern County
2304,1994-Q4,06,029,1994,4,Kern County
2166,1995-Q1,06,029,1995,1,Kern County
2199,1995-Q2,06,029,1995,2,Kern County
2112,1995-Q3,06,029,1995,3,Kern County
2351,1995-Q4,06,029,1995,4,Kern County
2241,1996-Q1,06,029,1996,1,Kern County
2250,1996-Q2,06,029,1996,2,Kern County
2196,1996-Q3,06,029,1996,3,Kern County
2432,1996-Q4,06,029,1996,4,Kern County
2254,1997-Q1,06,029,1997,1,Kern County
2300,1997-Q2,06,029,1997,2,Kern County
2221,1997-Q3,06,029,1997,3,Kern County
2500,1997-Q4,06,029,1997,4,Kern County
2294,1998-Q1,06,029,1998,1,Kern County
2860,1998-Q2,06,029,1998,2,Kern County
2273,1998-Q3,06,029,1998,3,Kern County
2576,1998-Q4,06,029,1998,4,Kern County
2296,1999-Q1,06,029,1999,1,Kern County
2379,1999-Q2,06,029,1999,2,Kern County
2303,1999-Q3,06,029,1999,3,Kern County
2676,1999-Q4,06,029,1999,4,Kern County
2507,2000-Q1,06,029,2000,1,Kern County
2627,2000-Q2,06,029,2000,2,Kern County
2503,2000-Q3,06,029,2000,3,Kern County
2842,2000-Q4,06,029,2000,4,Kern County
2718,2001-Q1,06,029,2001,1,Kern County
2792,2001-Q2,06,029,2001,2,Kern County
2606,2001-Q3,06,029,2001,3,Kern County
2904,2001-Q4,06,029,2001,4,Kern County
2813,2002-Q1,06,029,2002,1,Kern County
2860,2002-Q2,06,029,2002,2,Kern County
2710,2002-Q3,06,029,2002,3,Kern County
3012,2002-Q4,06,029,2002,4,Kern County
2934,2003-Q1,06,029,2003,1,Kern County
2899,2003-Q2,06,029,2003,2,Kern County
2800,2003-Q3,06,029,2003,3,Kern County
3053,2003-Q4,06,029,2003,4,Kern County
2954,2004-Q1,06,029,2004,1,Kern County
2970,2004-Q2,06,029,2004,2,Kern County
2908,2004-Q3,06,029,2004,3,Kern County
3262,2004-Q4,06,029,2004,4,Kern County
3032,2005-Q1,06,029,2005,1,Kern County
3077,2005-Q2,06,029,2005,2,Kern County
3159,2005-Q3,06,029,2005,3,Kern County
3332,2005-Q4,06,029,2005,4,Kern County
3288,2006-Q1,06,029,2006,1,Kern County
3298,2006-Q2,06,029,2006,2,Kern County
3258,2006-Q3,06,029,2006,3,Kern County
3540,2006-Q4,06,029,2006,4,Kern County
3431,2007-Q1,06,029,2007,1,Kern County
3514,2007-Q2,06,029,2007,2,Kern County
3395,2007-Q3,06,029,2007,3,Kern County
3729,2007-Q4,06,029,2007,4,Kern County
3521,2008-Q1,06,029,2008,1,Kern County
3588,2008-Q2,06,029,2008,2,Kern County
3539,2008-Q3,06,029,2008,3,Kern County
3888,2008-Q4,06,029,2008,4,Kern County
3501,2009-Q1,06,029,2009,1,Kern County
4751,2009-Q2,06,029,2009,2,Kern County
3393,2009-Q3,06,029,2009,3,Kern County
3871,2009-Q4,06,029,2009,4,Kern County
3496,2010-Q1,06,029,2010,1,Kern County
3609,2010-Q2,06,029,2010,2,Kern County
3491,2010-Q3,06,029,2010,3,Kern County
4011,2010-Q4,06,029,2010,4,Kern County
3661,2011-Q1,06,029,2011,1,Kern County
3769,2011-Q2,06,029,2011,2,Kern County
3764,2011-Q3,06,029,2011,3,Kern County
4020,2011-Q4,06,029,2011,4,Kern County
3954,2012-Q1,06,029,2012,1,Kern County
3895,2012-Q2,06,029,2012,2,Kern County
3732,2012-Q3,06,029,2012,3,Kern County
4174,2012-Q4,06,029,2012,4,Kern County
3907,2013-Q1,06,029,2013,1,Kern County
3856,2013-Q2,06,029,2013,2,Kern County
3756,2013-Q3,06,029,2013,3,Kern County
4136,2013-Q4,06,029,2013,4,Kern County
4022,2014-Q1,06,029,2014,1,Kern County
3922,2014-Q2,06,029,2014,2,Kern County
3949,2014-Q3,06,029,2014,3,Kern County
4358,2014-Q4,06,029,2014,4,Kern County
4092,2015-Q1,06,029,2015,1,Kern County
3893,2015-Q2,06,029,2015,2,Kern County
3890,2015-Q3,06,029,2015,3,Kern County
4289,2015-Q4,06,029,2015,4,Kern County
3928,2016-Q1,06,029,2016,1,Kern County
3911,2016-Q2,06,029,2016,2,Kern County
3961,2016-Q3,06,029,2016,3,Kern County
4147,2016-Q4,06,029,2016,4,Kern County
4109,2017-Q1,06,029,2017,1,Kern County
4006,2017-Q2,06,029,2017,2,Kern County
3954,2017-Q3,06,029,2017,3,Kern County
4258,2017-Q4,06,029,2017,4,Kern County
4283,2018-Q1,06,029,2018,1,Kern County
4123,2018-Q2,06,029,2018,2,Kern County
4087,2018-Q3,06,029,2018,3,Kern County
4419,2018-Q4,06,029,2018,4,Kern County
4290,2019-Q1,06,029,2019,1,Kern County
4269,2019-Q2,06,029,2019,2,Kern County
4213,2019-Q3,06,029,2019,3,Kern County
1973,1991-Q4,06,031,1991,4,Kings County
1732,1992-Q1,06,031,1992,1,Kings County
1837,1992-Q2,06,031,1992,2,Kings County
1725,1992-Q3,06,031,1992,3,Kings County
2007,1992-Q4,06,031,1992,4,Kings County
1776,1993-Q1,06,031,1993,1,Kings County
1872,1993-Q2,06,031,1993,2,Kings County
1836,1993-Q3,06,031,1993,3,Kings County
2025,1993-Q4,06,031,1993,4,Kings County
1800,1994-Q1,06,031,1994,1,Kings County
1866,1994-Q2,06,031,1994,2,Kings County
1813,1994-Q3,06,031,1994,3,Kings County
1957,1994-Q4,06,031,1994,4,Kings County
1790,1995-Q1,06,031,1995,1,Kings County
1925,1995-Q2,06,031,1995,2,Kings County
1844,1995-Q3,06,031,1995,3,Kings County
1963,1995-Q4,06,031,1995,4,Kings County
1859,1996-Q1,06,031,1996,1,Kings County
1902,1996-Q2,06,031,1996,2,Kings County
1892,1996-Q3,06,031,1996,3,Kings County
2039,1996-Q4,06,031,1996,4,Kings County
1935,1997-Q1,06,031,1997,1,Kings County
1970,1997-Q2,06,031,1997,2,Kings County
1939,1997-Q3,06,031,1997,3,Kings County
2152,1997-Q4,06,031,1997,4,Kings County
1994,1998-Q1,06,031,1998,1,Kings County
2131,1998-Q2,06,031,1998,2,Kings County
1993,1998-Q3,06,031,1998,3,Kings County
2297,1998-Q4,06,031,1998,4,Kings County
2027,1999-Q1,06,031,1999,1,Kings County
2168,1999-Q2,06,031,1999,2,Kings County
2047,1999-Q3,06,031,1999,3,Kings County
2420,1999-Q4,06,031,1999,4,Kings County
2130,2000-Q1,06,031,2000,1,Kings County
2485,2000-Q2,06,031,2000,2,Kings County
2415,2000-Q3,06,031,2000,3,Kings County
2647,2000-Q4,06,031,2000,4,Kings County
2441,2001-Q1,06,031,2001,1,Kings County
2524,2001-Q2,06,031,2001,2,Kings County
2446,2001-Q3,06,031,2001,3,Kings County
2659,2001-Q4,06,031,2001,4,Kings County
2507,2002-Q1,06,031,2002,1,Kings County
2588,2002-Q2,06,031,2002,2,Kings County
2574,2002-Q3,06,031,2002,3,Kings County
2746,2002-Q4,06,031,2002,4,Kings County
2877,2003-Q1,06,031,2003,1,Kings County
2663,2003-Q2,06,031,2003,2,Kings County
2601,2003-Q3,06,031,2003,3,Kings County
2807,2003-Q4,06,031,2003,4,Kings County
2644,2004-Q1,06,031,2004,1,Kings County
2696,2004-Q2,06,031,2004,2,Kings County
2742,2004-Q3,06,031,2004,3,Kings County
2946,2004-Q4,06,031,2004,4,Kings County
2760,2005-Q1,06,031,2005,1,Kings County
2828,2005-Q2,06,031,2005,2,Kings County
2906,2005-Q3,06,031,2005,3,Kings County
3096,2005-Q4,06,031,2005,4,Kings County
2924,2006-Q1,06,031,2006,1,Kings County
2950,2006-Q2,06,031,2006,2,Kings County
3023,2006-Q3,06,031,2006,3,Kings County
3189,2006-Q4,06,031,2006,4,Kings County
3053,2007-Q1,06,031,2007,1,Kings County
3216,2007-Q2,06,031,2007,2,Kings County
3132,2007-Q3,06,031,2007,3,Kings County
3344,2007-Q4,06,031,2007,4,Kings County
3202,2008-Q1,06,031,2008,1,Kings County
3260,2008-Q2,06,031,2008,2,Kings County
3300,2008-Q3,06,031,2008,3,Kings County
3503,2008-Q4,06,031,2008,4,Kings County
3135,2009-Q1,06,031,2009,1,Kings County
3215,2009-Q2,06,031,2009,2,Kings County
3233,2009-Q3,06,031,2009,3,Kings County
3506,2009-Q4,06,031,2009,4,Kings County
3079,2010-Q1,06,031,2010,1,Kings County
3272,2010-Q2,06,031,2010,2,Kings County
3338,2010-Q3,06,031,2010,3,Kings County
3584,2010-Q4,06,031,2010,4,Kings County
3348,2011-Q1,06,031,2011,1,Kings County
3454,2011-Q2,06,031,2011,2,Kings County
3384,2011-Q3,06,031,2011,3,Kings County
3625,2011-Q4,06,031,2011,4,Kings County
3307,2012-Q1,06,031,2012,1,Kings County
3486,2012-Q2,06,031,2012,2,Kings County
3258,2012-Q3,06,031,2012,3,Kings County
3651,2012-Q4,06,031,2012,4,Kings County
3287,2013-Q1,06,031,2013,1,Kings County
3538,2013-Q2,06,031,2013,2,Kings County
3389,2013-Q3,06,031,2013,3,Kings County
3726,2013-Q4,06,031,2013,4,Kings County
3390,2014-Q1,06,031,2014,1,Kings County
3675,2014-Q2,06,031,2014,2,Kings County
3723,2014-Q3,06,031,2014,3,Kings County
4128,2014-Q4,06,031,2014,4,Kings County
3690,2015-Q1,06,031,2015,1,Kings County
3975,2015-Q2,06,031,2015,2,Kings County
3831,2015-Q3,06,031,2015,3,Kings County
4244,2015-Q4,06,031,2015,4,Kings County
3780,2016-Q1,06,031,2016,1,Kings County
4043,2016-Q2,06,031,2016,2,Kings County
4045,2016-Q3,06,031,2016,3,Kings County
4197,2016-Q4,06,031,2016,4,Kings County
3976,2017-Q1,06,031,2017,1,Kings County
4062,2017-Q2,06,031,2017,2,Kings County
4094,2017-Q3,06,031,2017,3,Kings County
4261,2017-Q4,06,031,2017,4,Kings County
4108,2018-Q1,06,031,2018,1,Kings County
4103,2018-Q2,06,031,2018,2,Kings County
4189,2018-Q3,06,031,2018,3,Kings County
4421,2018-Q4,06,031,2018,4,Kings County
4217,2019-Q1,06,031,2019,1,Kings County
4310,2019-Q2,06,031,2019,2,Kings County
4316,2019-Q3,06,031,2019,3,Kings County
1783,1991-Q4,06,033,1991,4,Lake County
1639,1992-Q1,06,033,1992,1,Lake County
1744,1992-Q2,06,033,1992,2,Lake County
1625,1992-Q3,06,033,1992,3,Lake County
1813,1992-Q4,06,033,1992,4,Lake County
1694,1993-Q1,06,033,1993,1,Lake County
1774,1993-Q2,06,033,1993,2,Lake County
1695,1993-Q3,06,033,1993,3,Lake County
1948,1993-Q4,06,033,1993,4,Lake County
1738,1994-Q1,06,033,1994,1,Lake County
1831,1994-Q2,06,033,1994,2,Lake County
1767,1994-Q3,06,033,1994,3,Lake County
1856,1994-Q4,06,033,1994,4,Lake County
1819,1995-Q1,06,033,1995,1,Lake County
1817,1995-Q2,06,033,1995,2,Lake County
1787,1995-Q3,06,033,1995,3,Lake County
1870,1995-Q4,06,033,1995,4,Lake County
1842,1996-Q1,06,033,1996,1,Lake County
1863,1996-Q2,06,033,1996,2,Lake County
1760,1996-Q3,06,033,1996,3,Lake County
1948,1996-Q4,06,033,1996,4,Lake County
1825,1997-Q1,06,033,1997,1,Lake County
1864,1997-Q2,06,033,1997,2,Lake County
1812,1997-Q3,06,033,1997,3,Lake County
2001,1997-Q4,06,033,1997,4,Lake County
1824,1998-Q1,06,033,1998,1,Lake County
1905,1998-Q2,06,033,1998,2,Lake County
1908,1998-Q3,06,033,1998,3,Lake County
2186,1998-Q4,06,033,1998,4,Lake County
1819,1999-Q1,06,033,1999,1,Lake County
1940,1999-Q2,06,033,1999,2,Lake County
1904,1999-Q3,06,033,1999,3,Lake County
2170,1999-Q4,06,033,1999,4,Lake County
1926,2000-Q1,06,033,2000,1,Lake County
2031,2000-Q2,06,033,2000,2,Lake County
1987,2000-Q3,06,033,2000,3,Lake County
2239,2000-Q4,06,033,2000,4,Lake County
2505,2001-Q1,06,033,2001,1,Lake County
2480,2001-Q2,06,033,2001,2,Lake County
2346,2001-Q3,06,033,2001,3,Lake County
2526,2001-Q4,06,033,2001,4,Lake County
2556,2002-Q1,06,033,2002,1,Lake County
2481,2002-Q2,06,033,2002,2,Lake County
2347,2002-Q3,06,033,2002,3,Lake County
2453,2002-Q4,06,033,2002,4,Lake County
2365,2003-Q1,06,033,2003,1,Lake County
2367,2003-Q2,06,033,2003,2,Lake County
2327,2003-Q3,06,033,2003,3,Lake County
2543,2003-Q4,06,033,2003,4,Lake County
2466,2004-Q1,06,033,2004,1,Lake County
2487,2004-Q2,06,033,2004,2,Lake County
2472,2004-Q3,06,033,2004,3,Lake County
2655,2004-Q4,06,033,2004,4,Lake County
2495,2005-Q1,06,033,2005,1,Lake County
