year,county,city,population,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,burglary,larceny_theft,vehicle_theft,arson,sum_violent_crime,sum_property_crime,sum_index_crimes,crime_index
2003,los angeles,lawndale,32728,2,9,81,100,182,248,181,7,192,618,803,0.02453556587631386
2003,san diego,lemon grove,25320,1,4,50,90,232,361,237,3,145,833,975,0.03850710900473934
2003,kings,lemoore,21297,1,5,15,54,106,482,84,4,75,676,747,0.03507536272714467
2003,placer,lincoln,19882,0,7,7,33,154,350,63,6,47,573,614,0.030882205009556383
2003,tulare,lindsay,10634,1,3,15,89,150,267,51,6,108,474,576,0.05416588301673876
2003,alameda,livermore,77433,1,19,37,88,417,1244,264,21,145,1946,2070,0.02673278834605401
2003,merced,livingston,11364,0,4,10,49,139,158,52,7,63,356,412,0.03625483984512495
2003,san joaquin,lodi,61292,1,11,49,202,416,2338,544,18,263,3316,3561,0.058098936239639756
2003,san bernardino,loma linda,20021,0,1,17,26,143,482,198,5,44,828,867,0.04330453024324459
2003,los angeles,lomita,20697,0,4,38,75,107,295,66,6,117,474,585,0.028264965937092334
2003,santa barbara,lompoc,41823,0,24,44,157,226,673,75,28,225,1002,1199,0.028668436028022857
2003,los angeles,long beach,477368,49,136,1411,1983,3003,8072,3748,217,3579,15040,18402,0.03854887633858994
2003,orange,los alamitos,11833,0,4,20,21,75,182,46,7,45,310,348,0.02940927913462351
2003,santa clara,los altos,27601,0,1,4,12,82,183,11,3,17,279,293,0.010615557407340314
2003,los angeles,los angeles,3838838,515,1226,16577,30506,25115,77111,33555,2072,48824,137853,184605,0.048088770612357175
2003,merced,los banos,29835,0,12,21,183,233,563,105,4,216,905,1117,0.03743924920395509
2003,santa clara,los gatos,28505,1,3,12,20,118,368,41,11,36,538,563,0.019750920891071742
2003,los angeles,lynwood,72136,15,19,307,578,328,612,747,64,919,1751,2606,0.03612620605522901
2003,madera,madera,46699,2,30,145,301,471,1054,398,5,478,1928,2401,0.05141437718152423
2003,los angeles,malibu,13223,0,5,8,37,77,232,41,5,50,355,400,0.03025032140966498
2003,los angeles,manhattan beach,35873,1,10,25,26,264,775,83,2,62,1124,1184,0.033005324338639085
2003,san joaquin,manteca,57501,2,6,60,127,415,1787,500,33,195,2735,2897,0.05038173249160884
2003,monterey,marina,21368,0,7,38,39,147,306,14,5,84,472,551,0.025786222388618496
2003,contra costa,martinez,37092,0,7,25,57,244,833,190,0,89,1267,1356,0.036557748301520546
2003,yuba,marysville,12651,1,11,25,79,132,450,99,0,116,681,797,0.06299897241324796
2003,los angeles,maywood,29011,1,1,53,128,74,212,203,3,183,492,672,0.023163627589535003
2003,san mateo,menlo park,30595,0,6,27,33,182,600,59,2,66,843,907,0.029645366890014707
2003,merced,merced,68941,7,29,168,432,882,3182,652,51,636,4767,5352,0.07763159803310077
2003,san mateo,millbrae,20530,1,1,14,14,69,210,39,2,30,320,348,0.01695080370189966
2003,marin,mill valley,13699,0,2,4,7,83,210,22,1,13,316,328,0.023943353529454706
2003,santa clara,milpitas,64368,3,23,38,136,301,1663,239,3,200,2206,2403,0.03733221476510067
2003,orange,mission viejo,97317,1,4,25,84,244,1136,88,20,114,1488,1582,0.016256152573548302
2003,stanislaus,modesto,205691,17,73,380,939,1743,8463,2394,112,1409,12712,14009,0.06810701489126894
2003,los angeles,monrovia,38245,2,9,38,57,198,642,171,8,106,1019,1117,0.029206432213361222
2003,san bernardino,montclair,34738,0,14,62,118,293,1416,520,3,194,2232,2423,0.06975070527952099
2003,los angeles,montebello,64274,4,17,88,139,237,1138,632,21,248,2028,2255,0.03508417089336279
2003,monterey,monterey,29960,1,12,36,108,221,990,70,8,157,1289,1438,0.04799732977303071
2003,los angeles,monterey park,62471,1,6,99,61,272,654,454,5,167,1385,1547,0.024763490259480398
2003,ventura,moorpark,34940,0,3,7,30,54,239,30,2,40,325,363,0.010389238694905552
2003,contra costa,moraga,16861,0,0,2,16,50,175,11,8,18,244,254,0.01506434968269972
2003,santa clara,morgan hill,34146,0,7,18,38,198,806,98,14,63,1116,1165,0.03411819832484039
2003,san luis obispo,morro bay,10614,0,4,0,22,54,150,4,3,26,211,234,0.022046353872244205
2003,santa clara,mountain view,70781,1,6,42,242,209,1489,139,11,291,1848,2128,0.03006456534945819
2003,riverside,murrieta,54668,0,8,25,31,291,759,82,0,64,1132,1196,0.021877515182556522
2003,napa,napa,75819,0,26,48,232,308,1969,173,14,306,2464,2756,0.03634972764082882
2003,san diego,national city,56124,9,33,155,349,337,1407,996,13,546,2753,3286,0.058548927375097995
2003,alameda,newark,43786,1,18,53,111,324,1478,261,9,183,2072,2246,0.05129493445393505
2003,orange,newport beach,78915,0,16,27,72,666,1671,189,8,115,2534,2641,0.033466387885699805
2003,riverside,norco,26109,0,2,25,116,258,485,132,5,143,880,1018,0.038990386456777354
2003,los angeles,norwalk,107197,9,23,201,457,629,1404,794,20,690,2847,3517,0.03280875397632396
2003,marin,novato,48636,0,7,19,43,244,745,204,22,69,1215,1262,0.02594785755407517
2003,stanislaus,oakdale,17072,0,8,14,19,324,709,134,6,41,1173,1208,0.07075913776944705
2003,alameda,oakland,407003,109,268,2474,2762,4568,12551,5511,334,5613,22964,28243,0.069392608899688707
2003,contra costa,oakley,26481,0,8,12,83,98,495,142,2,103,737,838,0.03164533061440278
2003,san diego,oceanside,167620,8,63,332,687,1114,3637,739,20,1090,5510,6580,0.03925545877580241
2003,san bernardino,ontario,166796,11,47,323,523,1019,4331,2122,123,904,7595,8376,0.05021703158349121
2003,orange,orange,132987,1,10,97,154,440,2423,513,26,262,3402,3638,0.027356057358989976
2003,contra costa,orinda,18259,0,0,4,8,65,216,34,0,12,315,327,0.017908976395202367
2003,ventura,oxnard,179851,22,37,352,397,975,3156,588,47,808,4766,5527,0.03073099398946906
2003,san mateo,pacifica,38167,1,7,15,42,126,401,84,2,65,613,676,0.017711635706238373
2003,monterey,pacific grove,15812,0,3,6,14,61,212,16,0,23,289,312,0.0197318492284341
2003,los angeles,palmdale,125651,11,43,284,582,1009,2961,849,63,920,4882,5739,0.04567412913546251
2003,riverside,palm springs,44993,5,29,90,266,924,2039,393,25,390,3381,3746,0.08325739559487032
2003,santa clara,palo alto,58147,2,5,40,41,276,1606,86,45,88,2013,2056,0.03535865994806267
2003,los angeles,palos verdes estates,13894,0,0,0,1,45,84,7,0,1,136,137,0.009860371383330934
2003,butte,paradise,27024,0,7,7,49,320,597,52,9,63,978,1032,0.03818827708703375
2003,los angeles,paramount,57082,10,14,182,224,331,1060,692,34,430,2117,2513,0.04402438597105918
2003,fresno,parlier,12422,0,8,20,77,74,344,151,7,105,576,674,0.05425857349863146
2003,los angeles,pasadena,141178,4,38,265,393,849,3206,531,52,700,4638,5286,0.037442094377310914
2003,san luis obispo,paso robles,26635,3,13,14,92,376,483,74,9,122,942,1055,0.03960953632438521
2003,stanislaus,patterson,13663,0,1,4,19,108,273,56,10,24,447,461,0.03374075971602137
2003,riverside,perris,38700,4,17,80,204,392,841,420,13,305,1666,1958,0.050594315245478035
2003,sonoma,petaluma,55832,1,20,21,69,240,815,119,11,111,1185,1285,0.023015474996417824
2003,los angeles,pico rivera,65539,7,10,82,286,249,734,419,18,385,1420,1787,0.02726620790674255
2003,alameda,piedmont,11152,0,0,7,7,63,118,46,1,14,228,241,0.021610473457675753
2003,contra costa,pinole,19643,2,5,30,42,151,844,324,3,79,1322,1398,0.07117039148806191
2003,contra costa,pittsburg,61160,6,10,82,135,435,1473,558,4,233,2470,2699,0.04413015042511445
2003,orange,placentia,48299,1,6,36,84,280,612,118,5,127,1015,1137,0.023540860059214477
2003,el dorado,placerville,10230,0,5,9,26,111,232,41,3,40,387,424,0.04144672531769306
2003,contra costa,pleasant hill,33889,0,8,52,74,371,1299,249,16,134,1935,2053,0.060580129245477884
2003,alameda,pleasanton,66845,0,8,31,43,205,1208,185,12,82,1610,1680,0.02513276984067619
2003,los angeles,pomona,155166,17,49,422,729,914,2905,1640,30,1217,5489,6676,0.043024889473209336
2003,tulare,porterville,41742,1,12,54,170,430,1272,366,2,237,2070,2305,0.05522016194719946
2003,ventura,port hueneme,22482,0,8,32,49,137,250,71,1,89,459,547,0.024330575571568366
2003,san diego,poway,49630,2,3,11,62,229,529,100,12,78,870,936,0.018859560749546644
2003,san bernardino,rancho cucamonga,145219,4,19,128,157,832,2602,747,30,308,4211,4489,0.03091193301152053
2003,los angeles,rancho palos verdes,42568,0,1,8,37,162,276,36,0,46,474,520,0.012215748919376056
2003,orange,rancho santa margarita,48666,0,1,6,27,78,355,43,4,34,480,510,0.010479595610898779
2003,tehama,red bluff,13650,0,10,6,151,153,465,60,11,167,689,845,0.06190476190476191
2003,shasta,redding,86559,2,67,88,236,779,2039,338,15,393,3171,3549,0.04100093577790871
2003,san bernardino,redlands,67449,2,17,94,266,531,1733,503,29,379,2796,3146,0.046642648519622236
2003,los angeles,redondo beach,66483,1,8,69,117,441,1128,206,2,195,1777,1970,0.029631635154851618
2003,san mateo,redwood city,75234,2,17,61,287,383,1590,217,17,367,2207,2557,0.03398729297923811
2003,fresno,reedley,21454,1,6,27,110,134,419,99,8,144,660,796,0.03710263820266617
2003,san bernardino,rialto,97630,11,43,268,651,603,1318,993,28,973,2942,3887,0.03981358189081225
2003,contra costa,richmond,103629,38,50,482,508,1102,3470,2452,66,1078,7090,8102,0.07818274807245076
2003,kern,ridgecrest,25598,0,20,7,92,238,466,53,9,119,766,876,0.03422142354871474
2003,san joaquin,ripon,11590,1,0,2,27,61,262,37,0,30,360,390,0.03364969801553063
2003,stanislaus,riverbank,17825,0,4,13,37,225,438,137,14,54,814,854,0.04791023842917251
2003,riverside,riverside,277103,24,102,573,1217,2194,8098,2599,231,1916,13122,14807,0.053435004312475866
2003,placer,rocklin,43717,2,6,9,54,202,734,99,8,71,1043,1106,0.02529908273669282
2003,sonoma,rohnert park,42786,2,28,29,144,248,1172,152,7,203,1579,1775,0.04148553265086711
2003,los angeles,rosemead,55532,6,6,107,138,344,551,515,13,257,1423,1667,0.030018727940646833
2003,placer,roseville,92724,4,22,68,172,572,2650,430,10,266,3662,3918,0.04225443250938268
2003,sacramento,sacramento,439811,43,187,1630,1560,5606,15374,7286,401,3420,28667,31686,0.07204458278669701
2003,monterey,salinas,150305,19,57,399,725,837,5163,1415,51,1200,7466,8615,0.057316789195302885
2003,marin,san anselmo,12381,0,3,2,18,66,181,17,0,23,264,287,0.023180680074307406
2003,san bernardino,san bernardino,193641,48,120,1032,1664,2524,6401,3313,93,2864,12331,15102,0.07798968193719305
2003,san mateo,san bruno,39779,1,9,23,56,155,649,164,0,89,968,1057,0.026571809246084616
2003,san mateo,san carlos,27450,0,4,4,25,95,393,55,0,33,543,576,0.02098360655737705
2003,orange,san clemente,56573,0,4,13,59,157,547,126,21,76,851,906,0.016014706662188676
2003,san diego,san diego,1272746,65,406,1626,5269,8076,25739,12567,238,7366,46620,53748,0.04222995004502077
2003,los angeles,san dimas,36252,0,4,33,81,195,565,103,3,118,866,981,0.027060575968222443
2003,los angeles,san fernando,24429,3,6,54,83,102,316,206,4,146,628,770,0.031519914855294935
2003,san francisco,san francisco,772065,69,215,3065,2376,5784,25388,6991,260,5725,38423,43888,0.05684495476417141
2003,los angeles,san gabriel,41212,3,8,85,108,217,466,167,10,204,860,1054,0.025575075220809474
2003,fresno,sanger,20037,1,5,19,66,113,510,140,4,91,767,854,0.04262115087088886
2003,santa clara,san jose,909890,29,279,815,2255,3314,13770,3664,208,3378,20956,24126,0.026515293057402543
2003,orange,san juan capistrano,35000,1,0,13,36,81,403,70,10,50,564,604,0.017257142857142856
2003,alameda,san leandro,81455,3,26,292,257,748,2453,839,16,578,4056,4618,0.0566938800564729
2003,san luis obispo,san luis obispo,44720,1,20,19,99,344,1469,131,41,139,1985,2083,0.04657871198568873
2003,san diego,san marcos,62785,3,18,46,138,440,765,270,12,205,1487,1680,0.026757983594807678
2003,los angeles,san marino,13356,0,0,10,10,47,88,6,0,20,141,161,0.012054507337526206
2003,san mateo,san mateo,92900,1,28,95,217,294,2208,254,28,341,2784,3097,0.03333692142088267
2003,contra costa,san pablo,31315,6,10,116,89,324,814,1002,12,221,2152,2361,0.07539517802969822
2003,marin,san rafael,56879,0,25,66,117,327,1233,450,6,208,2016,2218,0.038995059688109845
2003,contra costa,san ramon,46702,1,1,17,39,157,816,114,7,58,1094,1145,0.024517151299730203
2003,orange,santa ana,347016,17,76,739,956,1110,5932,2686,121,1788,9849,11516,0.03318578970422113
2003,santa barbara,santa barbara,90320,1,37,78,446,634,2341,191,43,562,3209,3728,0.04127546501328609
2003,santa clara,santa clara,102936,7,25,48,173,420,2244,342,18,253,3024,3259,0.03166044921116033
2003,los angeles,santa clarita,162238,3,16,97,188,681,2003,473,20,304,3177,3461,0.02133285666736523
2003,santa cruz,santa cruz,54401,4,48,112,346,523,2420,178,21,510,3142,3631,0.06674509659748902
2003,los angeles,santa fe springs,18126,2,3,44,68,228,874,301,2,117,1405,1520,0.08385744234800839
2003,los angeles,santa monica,87710,2,21,242,290,761,2716,466,48,555,3991,4498,0.051282635959411696
2003,ventura,santa paula,29138,2,4,28,48,112,345,58,7,82,522,597,0.020488708902464136
2003,sonoma,santa rosa,155099,2,84,133,779,1080,4069,729,44,998,5922,6876,0.044332974422788024
2003,san diego,santee,53788,0,15,18,96,293,824,208,9,129,1334,1454,0.0270320517587566
2003,santa clara,saratoga,29805,0,2,3,14,88,206,13,3,19,310,326,0.01093776212044959
2003,santa cruz,scotts valley,11558,0,4,4,14,64,264,13,0,22,341,363,0.03140681778854473
2003,orange,seal beach,24784,1,5,17,38,84,277,36,1,61,398,458,0.018479664299548094
2003,monterey,seaside,32666,1,14,57,59,177,470,87,7,131,741,865,0.02648013224759689
2003,fresno,selma,20753,1,5,15,53,166,821,281,4,74,1272,1342,0.06466534958801137
2003,kern,shafter,13551,1,2,4,47,102,322,66,12,54,502,544,0.04014463877204635
2003,los angeles,sierra madre,10992,0,1,0,12,44,64,8,0,13,116,129,0.011735807860262008
2003,los angeles,signal hill,10110,0,3,34,22,115,412,89,2,59,618,675,0.06676557863501484
2003,ventura,simi valley,117785,2,16,45,101,466,1211,205,22,164,1904,2046,0.017370632932886192
2003,san diego,solana beach,13205,0,3,5,12,103,157,38,1,20,299,318,0.024081787201817494
2003,monterey,soledad,23686,1,6,12,16,127,115,46,2,35,290,323,0.013636747445748543
2003,los angeles,south el monte,21902,2,8,45,75,155,352,219,8,130,734,856,0.03908318874988585
2003,los angeles,south gate,99827,9,14,289,272,590,1278,1424,20,584,3312,3876,0.03882717100584011
2003,el dorado,south lake tahoe,24225,0,15,29,163,169,351,46,5,207,571,773,0.03190918472652219
2003,los angeles,south pasadena,25101,0,8,29,17,149,383,98,24,54,654,684,0.027249910362136965
2003,san mateo,south san francisco,60584,2,17,56,60,321,891,269,19,135,1500,1616,0.026673709230159777
2003,orange,stanton,38356,1,11,36,70,164,514,212,18,118,908,1008,0.026280112629054126
2003,san joaquin,stockton,265593,37,155,1208,2225,3125,11791,3863,79,3625,18858,22404,0.08435463284047395
2003,solano,suisun city,27262,1,10,23,50,100,535,182,7,84,824,901,0.03304966620203947
2003,santa clara,sunnyvale,131048,2,26,65,79,372,2269,243,24,172,2908,3056,0.023319699652035897
2003,lassen,susanville,17897,0,6,2,64,98,241,9,3,72,351,420,0.023467620271553892
2003,riverside,temecula,74567,1,22,38,161,414,1314,298,3,222,2029,2248,0.030147384231630613
2003,los angeles,temple city,35990,1,3,17,44,156,250,72,1,65,479,543,0.015087524312308975
2003,ventura,thousand oaks,123987,1,12,38,150,332,1311,142,29,201,1814,1986,0.01601780831861405
2003,los angeles,torrance,143101,2,23,216,161,785,2753,754,29,402,4321,4694,0.03280200697409522
2003,san joaquin,tracy,68732,2,11,50,77,413,1722,447,29,140,2611,2722,0.03960309608333818
2003,nevada,truckee,14783,0,4,3,41,66,192,18,5,48,281,324,0.021917066901170262
2003,tulare,tulare,46461,5,22,68,411,803,1456,309,33,506,2601,3074,0.06616301844557801
2003,stanislaus,turlock,62294,4,26,83,271,751,2358,943,21,384,4073,4436,0.07121071050181398
2003,orange,tustin,69357,1,11,55,198,328,1316,251,11,265,1906,2160,0.031143215537004196
2003,san bernardino,twentynine palms,29492,2,15,11,63,203,298,53,5,91,559,645,0.021870337718703378
2003,mendocino,ukiah,15707,3,14,14,120,242,450,47,9,151,748,890,0.05666263449417457
2003,alameda,union city,70612,1,19,117,132,441,1714,537,32,269,2724,2961,0.04193338242791594
2003,san bernardino,upland,71728,3,12,105,129,465,1943,493,5,249,2906,3150,0.04391590452821771
2003,solano,vacaville,94555,0,24,71,177,313,1590,249,32,272,2184,2424,0.025635873301253238
2003,solano,vallejo,121055,6,42,339,610,1021,3631,1165,55,997,5872,6814,0.05628846392135806
2003,ventura,ventura,104706,3,21,96,141,764,2855,349,15,261,3983,4229,0.04038928046148263
2003,san bernardino,victorville,71571,3,28,130,162,856,2415,592,15,323,3878,4186,0.058487376171913207
2003,tulare,visalia,97906,9,47,144,589,1080,3971,806,29,789,5886,6646,0.06788143729699916
2003,san diego,vista,92526,2,30,122,227,835,1293,474,26,381,2628,2983,0.03223958671076238
2003,los angeles,walnut,31096,0,1,19,36,146,251,78,7,56,482,531,0.017076151273475688
2003,contra costa,walnut creek,66031,0,8,18,80,434,1938,263,16,106,2651,2741,0.041510805530735564
2003,santa cruz,watsonville,47133,3,23,99,204,331,1569,149,9,329,2058,2378,0.050452973500519804
2003,los angeles,west covina,108824,5,13,178,199,585,2654,869,26,395,4134,4503,0.041378739983827094
2003,los angeles,west hollywood,37055,3,10,170,159,330,1030,266,7,342,1633,1968,0.05311024153285657
2003,orange,westminster,90454,1,16,110,201,506,2061,480,21,328,3068,3375,0.03731178278461981
2003,yolo,west sacramento,36927,3,20,99,355,512,622,365,49,477,1548,1976,0.05351098112492214
2003,los angeles,whittier,86342,1,16,86,187,339,1741,458,12,290,2550,2828,0.03275346876375344
2003,yolo,woodland,51383,2,22,42,215,607,569,341,39,281,1556,1798,0.03499211801568612
2003,orange,yorba linda,61706,0,9,13,39,160,588,66,14,61,828,875,0.014180144556445078
2003,sutter,yuba city,47708,0,28,46,127,358,1409,202,14,201,1983,2170,0.04548503395656913
2003,san bernardino,yucaipa,44290,3,5,10,36,198,687,142,4,54,1031,1081,0.02440731542108828
2003,san bernardino,yucca valley,17946,1,3,11,52,150,362,56,13,67,581,635,0.03538392956647721
2003,contra costa,lafayette,24042,0,4,4,232,100,501,46,28,240,675,887,0.03689376923716829
2003,sonoma,windsor,12637,0,1,1,0,23,24,6,1,2,54,55,0.004352298805096146
2003,solano,fairfield,58096,0,5,13,23,221,992,113,2,41,1328,1367,0.023530019278435694
2003,los angeles,norwalk,84683,1,13,156,185,373,1750,347,7,355,2477,2825,0.03335970619841054
2003,orange,orange,13471,0,0,5,1,36,286,17,2,6,341,345,0.0256105708559127
2003,sonoma,windsor,28707,1,5,8,22,50,463,46,5,36,564,595,0.02072665203608876
2003,alameda,newark,30171,0,11,70,87,171,929,86,14,168,1200,1354,0.04487753140432866
2003,riverside,palm springs,13404,0,4,27,31,133,538,112,5,62,788,845,0.06304088331841241
2003,alameda,albany,77434,6,37,261,233,1280,2967,401,23,537,4671,5185,0.06696025001937134
2003,alameda,dublin,16300,1,6,36,77,233,848,33,1,120,1115,1234,0.07570552147239264
2003,alameda,union city,12639,0,1,35,47,180,574,162,0,83,916,999,0.07904106337526703
2003,placer,auburn,12350,0,2,3,12,67,402,19,0,17,488,505,0.04089068825910931
2003,monterey,greenfield,15646,0,8,3,5,39,256,23,4,16,322,334,0.02134730921641314
2003,san bernardino,highland,23729,0,3,16,6,98,830,84,2,25,1014,1037,0.043701799485861184
2003,contra costa,lafayette,60954,1,30,64,148,603,2459,143,8,243,3213,3448,0.05656724743249007
2003,amador,plymouth,10500,0,3,5,2,40,401,17,2,10,460,468,0.044571428571428574
2003,contra costa,richmond,38698,1,26,65,108,411,1041,174,74,200,1700,1826,0.04718590108015918
2003,contra costa,pittsburg,19140,8,21,12,115,334,1328,70,17,156,1749,1888,0.09864158829676072
2003,contra costa,richmond,28264,1,8,22,32,237,1203,86,4,63,1530,1589,0.05621992640815171
2003,contra costa,lafayette,111612,7,325,166,753,1197,4955,472,25,1251,6649,7875,0.07055692936243414
2003,placer,auburn,23343,0,2,9,6,105,628,36,0,17,769,786,0.033671764554684486
2003,orange,westminster,17287,1,4,17,109,107,615,41,12,131,775,894,0.051715161682188926
2003,san mateo,belmont,24066,0,1,4,26,53,104,6,1,31,164,194,0.008061165129227957
2003,contra costa,concord,17043,0,0,2,14,21,134,2,1,16,158,173,0.010150795047820219
2003,amador,plymouth,53836,0,14,27,89,266,745,92,7,130,1110,1233,0.02290289025930604
2003,los angeles,beverly hills,10341,0,1,0,4,17,105,8,0,5,130,135,0.013054830287206266
2003,humboldt,ferndale,21922,0,11,26,56,146,430,162,3,93,741,831,0.03790712526229359
2003,amador,jackson,35618,5,39,63,89,363,1573,141,33,196,2110,2273,0.06381604806558482
2003,placer,roseville,48478,0,10,56,91,323,1617,454,5,157,2399,2551,0.05262180783035604
2003,san bernardino,apple valley,48863,1,10,10,36,168,1191,48,15,57,1422,1464,0.02996132042649858
2003,stanislaus,oakdale,27802,1,8,20,35,175,1111,92,14,64,1392,1442,0.05186677217466369
2003,amador,plymouth,67836,0,17,11,39,391,1338,63,11,67,1803,1859,0.027404328085382394
2003,placer,roseville,33713,0,11,12,20,135,1334,128,8,43,1605,1640,0.04864592293773915
2003,amador,jackson,181479,45,179,962,462,4369,8323,2804,59,1648,15555,17144,0.09446823048396784
2003,los angeles,long beach,17059,1,8,9,3,97,545,36,1,21,679,699,0.040975438185122226
2003,alameda,berkeley,10016,3,7,27,84,111,366,162,8,121,647,760,0.07587859424920128
2003,contra costa,clayton,16139,0,0,6,17,59,409,30,4,23,502,521,0.032282049693289544
2003,amador,jackson,12373,0,1,2,12,38,224,5,3,15,270,282,0.022791562272690535
2003,alameda,fremont,25335,0,3,7,22,136,782,50,3,32,971,1000,0.03947108742845865
2003,placer,lincoln,233721,5,94,153,862,1959,11049,479,9,1114,13496,14601,0.062471921650172645
2003,los angeles,claremont,13326,0,6,3,13,29,231,16,0,22,276,298,0.022362299264595528
2003,tulare,exeter,14468,0,5,2,7,20,180,12,2,14,214,226,0.015620680121647775
2003,los angeles,hawthorne,18452,0,0,10,4,50,181,21,0,14,252,266,0.014415781487101669
2003,san joaquin,lodi,24276,2,0,9,23,48,296,72,1,34,417,450,0.018536826495304005
2003,san bernardino,montclair,39006,1,3,55,67,282,674,305,0,126,1261,1387,0.03555863200533251
2003,alameda,newark,278551,81,85,1304,1261,2281,5562,6018,238,2731,14099,16592,0.0595653937699021
2003,alameda,oakland,13356,0,1,1,8,15,116,4,1,10,136,145,0.0108565438754118
2003,orange,orange,33028,2,8,234,162,425,943,762,9,406,2139,2536,0.07678333535182269
2003,alameda,union city,67277,6,16,176,134,453,893,444,0,332,1790,2122,0.031541239948273556
2003,san diego,carlsbad,25462,1,4,10,140,268,982,60,0,155,1310,1465,0.05753672138873615
2003,alameda,albany,93938,8,33,383,736,1302,3274,414,44,1160,5034,6150,0.06546871340671506
2003,placer,auburn,28234,0,20,13,44,203,800,9,0,77,1012,1089,0.03857051781539987
2003,tehama,corning,10734,0,5,3,15,30,337,8,0,23,375,398,0.03707844233277436
2003,alameda,dublin,32848,0,3,4,4,174,566,33,4,11,777,784,0.023867510959571358
2003,solano,fairfield,42149,0,16,31,119,204,1361,150,6,166,1721,1881,0.0446273932952146
2003,alameda,fremont,17103,2,4,15,19,170,1090,43,2,40,1305,1343,0.07852423551423726
2003,los angeles,lakewood,55356,0,4,27,54,192,667,85,3,85,947,1029,0.01858877086494689
2003,los angeles,lancaster,36127,0,13,37,31,235,1168,81,14,81,1498,1565,0.04331940100202065
2003,yuba,marysville,16267,0,3,2,42,102,367,16,2,47,487,532,0.03270424786377328
2003,los angeles,norwalk,16333,0,0,0,6,71,263,19,0,6,353,359,0.02198004040898794
2003,riverside,riverside,23479,0,11,37,24,301,566,172,6,72,1045,1111,0.04731888070190383
2003,alameda,albany,42646,0,10,34,33,518,3178,348,13,77,4057,4121,0.09663274398536792
2003,san bernardino,ontario,11065,0,6,4,55,76,624,40,1,65,741,805,0.0727519204699503
2003,los angeles,lancaster,55765,8,37,245,267,563,2152,318,44,557,3077,3590,0.0643772975880929
2003,placer,lincoln,22103,0,0,5,3,60,329,32,0,8,421,429,0.019409129982355337
2003,shasta,anderson,25940,2,8,60,140,273,1211,108,0,210,1592,1802,0.0694680030840401
2003,contra costa,brentwood,27969,0,2,8,18,67,390,13,3,28,473,498,0.017805427437520113
2003,amador,jackson,61100,2,35,198,456,980,2964,385,13,691,4342,5020,0.08216039279869067
2003,alameda,union city,10853,2,2,14,53,122,690,29,5,71,846,912,0.08403206486685709
2003,riverside,beaumont,114626,6,85,331,629,1726,6613,490,59,1051,8888,9880,0.08619335927276534
2003,los angeles,lancaster,27503,0,6,36,89,562,557,194,6,131,1319,1444,0.05250336326946151
2003,orange,orange,18481,1,14,45,129,261,811,83,7,189,1162,1344,0.072723337481738
2003,los angeles,pasadena,147289,5,51,153,369,1269,4068,638,68,578,6043,6553,0.04449076305766215
2003,contra costa,richmond,12047,0,5,15,34,83,382,27,6,54,498,546,0.0453224869262057
2003,san diego,san marcos,42249,1,14,31,81,267,1243,99,2,127,1611,1736,0.04108972993443632
2003,los angeles,vernon,11216,1,4,10,83,185,545,23,0,98,753,851,0.07587375178316691
2003,contra costa,danville,48202,5,20,77,194,313,1763,138,14,296,2228,2510,0.05207252811086677
2003,placer,auburn,44586,1,80,69,146,594,2075,816,43,296,3528,3781,0.08480240434217019
2003,los angeles,lakewood,59373,4,48,124,247,874,2706,441,12,423,4033,4444,0.07484883701345729
2003,yuba,marysville,28045,0,9,16,40,146,611,207,20,65,984,1029,0.03669103226956677
2003,los angeles,cudahy,18547,2,3,11,24,86,419,33,0,40,538,578,0.031164069660861594
2003,los angeles,glendale,13391,0,0,14,5,35,720,39,0,19,794,813,0.060712418788738703
2003,monterey,greenfield,36090,0,9,27,7,195,1041,67,0,43,1303,1346,0.0372956497644777
2004,placer,auburn,47230,2,29,48,68,478,1583,58,0,147,2119,2266,0.04797798009739572
2004,solano,fairfield,11996,0,14,58,51,314,1236,117,0,123,1667,1790,0.1492164054684895
2004,fresno,selma,19758,6,21,90,231,661,1656,213,0,348,2530,2878,0.1456625164490333
2004,los angeles,glendale,239640,18,101,446,841,2588,7240,3767,58,1406,13653,15001,0.06259806376231013
2004,san bernardino,adelanto,20233,6,8,11,56,231,202,90,9,81,532,604,0.02985222161814857
2004,los angeles,agoura hills,22035,1,4,6,32,102,210,33,5,43,350,388,0.017608350351713185
2004,alameda,alameda,72633,1,12,89,240,376,1522,333,15,342,2246,2573,0.035424669227486126
2004,alameda,albany,16589,1,3,29,9,130,446,142,8,42,726,760,0.04581349086744228
2004,los angeles,alhambra,88766,2,17,115,117,474,1427,502,27,251,2430,2654,0.02989883513958047
2004,orange,aliso viejo,40917,0,2,5,27,88,366,41,7,34,502,529,0.012928611579539067
2004,napa,american canyon,13287,0,7,10,10,73,202,51,1,27,327,353,0.026567321442010988
2004,orange,anaheim,336195,10,102,493,925,1912,6388,1949,31,1530,10280,11779,0.03503621410193489
2004,shasta,anderson,10008,1,4,5,59,166,304,44,3,69,517,583,0.05825339728217426
2004,contra costa,antioch,102291,6,31,175,315,715,1346,1045,40,527,3146,3633,0.03551632108396633
2004,san bernardino,apple valley,60769,3,17,64,144,542,1143,334,18,228,2037,2247,0.036976089782619424
2004,los angeles,arcadia,56083,4,4,56,69,388,1044,139,2,133,1573,1704,0.030383538683736604
